date,cat_layoffs
2008m1,-1.102841
2008m2,-1.189861
2008m3,-1.194469
2008m4,-1.172031
2008m5,-1.223543
2008m6,-1.342248
2008m7,-1.454991
2008m8,-1.175487
2008m9,-.2867528
2008m10,.9482783
2008m11,2.183079
2008m12,2.869147
2009m1,3.440355
2009m2,3.47494
2009m3,2.763446
2009m4,1.861182
2009m5,1.279606
2009m6,1.121636
2009m7,.8680121
2009m8,.6725812
2009m9,.7202792
2009m10,.9117308
2009m11,1.030257
2009m12,.979365
2010m1,1.047041
2010m2,1.030031
2010m3,.878603
2010m4,.7062577
2010m5,.6132133
2010m6,.6109643
2010m7,.4723681
2010m8,.0897924
2010m9,-.1190225
2010m10,-.2106185
2010m11,-.1527092
2010m12,-.101255
2011m1,-.1562987
2011m2,-.1775236
2011m3,-.3291722
2011m4,-.5073044
2011m5,-.5916314
2011m6,-.5091026
2011m7,-.4056012
2011m8,-.2285719
2011m9,-.1396219
2011m10,-.130481
2011m11,-.1827874
2011m12,-.1721416
2012m1,-.0638734
2012m2,.0137473
2012m3,-.0595999
2012m4,-.1648555
2012m5,-.2361481
2012m6,-.3141776
2012m7,-.2627057
2012m8,-.1857027
2012m9,-.0146276
2012m10,.1506366
2012m11,.1808046
2012m12,.1269635
2013m1,.2094823
2013m2,.1461025
2013m3,.0007307
2013m4,-.1566381
2013m5,-.2076571
2013m6,-.2083701
2013m7,-.3213815
2013m8,-.4722004
2013m9,-.4855059
2013m10,-.3952095
2013m11,-.2418686
2013m12,-.024024
2014m1,.2892243
2014m2,.2783656
2014m3,.0662621
2014m4,-.0048331
2014m5,-.1557633
2014m6,-.3106555
2014m7,-.5043839
2014m8,-.6035008
2014m9,-.5978988
2014m10,-.6000662
2014m11,-.6327648
2014m12,-.6189891
2015m1,-.4984967
2015m2,-.4646871
2015m3,-.5697309
2015m4,-.7316044
2015m5,-.7790958
2015m6,-.8288394
2015m7,-.8920944
2015m8,-.9230363
2015m9,-.7693506
2015m10,-.7004141
2015m11,-.6749981
2015m12,-.6353672
2016m1,-.4910448
2016m2,-.3753047
2016m3,-.319897
2016m4,-.2810553
