date,swb_job_satisfaction
2008m1,-.0957782
2008m2,-.1801456
2008m3,-.2483106
2008m4,-.2366605
2008m5,-.2914298
2008m6,-.4263466
2008m7,-.3959702
2008m8,-.2430673
2008m9,.1078584
2008m10,.5241479
2008m11,1.215917
2008m12,1.762767
2009m1,2.011544
2009m2,2.087866
2009m3,1.845392
2009m4,1.2977
2009m5,.7841082
2009m6,.5953264
2009m7,.7634508
2009m8,.9996127
2009m9,1.449841
2009m10,1.908321
2009m11,2.050075
2009m12,2.106094
2010m1,2.295814
2010m2,2.464552
2010m3,2.51013
2010m4,2.275332
2010m5,1.924705
2010m6,1.629908
2010m7,1.435297
2010m8,1.252155
2010m9,1.171391
2010m10,.9798796
2010m11,.8741525
2010m12,.6863511
2011m1,.2968848
2011m2,.0892081
2011m3,.131559
2011m4,.2543054
2011m5,.2997891
2011m6,.3539834
2011m7,.3237324
2011m8,.3888984
2011m9,.589698
2011m10,.7246838
2011m11,.5633143
2011m12,.3671627
2012m1,.3245248
2012m2,.2917996
2012m3,.2346024
2012m4,.1756217
2012m5,.0228243
2012m6,-.12604
2012m7,-.1007918
2012m8,.0880804
2012m9,.3995772
2012m10,.5796376
2012m11,.6663961
2012m12,.5535032
2013m1,.393907
2013m2,.2280414
2013m3,-.0309994
2013m4,-.2310672
2013m5,-.3855461
2013m6,-.5848538
2013m7,-.6737669
2013m8,-.7601802
2013m9,-.730224
2013m10,-.6864471
2013m11,-.5802923
2013m12,-.3523042
2014m1,-.1005221
2014m2,-.0406947
2014m3,-.1919665
2014m4,-.3966093
2014m5,-.6243291
2014m6,-.7230761
2014m7,-.6950359
2014m8,-.6672223
2014m9,-.609652
2014m10,-.5207057
2014m11,-.6401441
2014m12,-.8730427
2015m1,-1.013614
2015m2,-.9416923
2015m3,-.7853954
2015m4,-.8169203
2015m5,-.9675598
2015m6,-1.031687
2015m7,-1.020459
2015m8,-.8767295
2015m9,-.7311401
2015m10,-.6677506
2015m11,-.6825215
2015m12,-.7767765
2016m1,-.9175317
2016m2,-.962169
2016m3,-.840668
2016m4,-.484658
