date,swb_job_satisfaction
2011m1,1.239897
2011m2,-.1413766
2011m3,-.9121398
2011m4,-1.155576
2011m5,-1.219083
2011m6,-.9423084
2011m7,-.6329907
2011m8,-.6192718
2011m9,-.889182
2011m10,-.4017184
2011m11,.0461336
2011m12,.2074822
2012m1,.1881181
2012m2,-.1842469
2012m3,-.8235527
2012m4,-1.076584
2012m5,-.7703789
2012m6,-.6103193
2012m7,-.6669056
2012m8,-.9185858
2012m9,-.6451051
2012m10,-.2589906
2012m11,.1140836
2012m12,-.2296896
2013m1,-.8665306
2013m2,-1.124784
2013m3,-1.34617
2013m4,-1.474953
2013m5,-1.354126
2013m6,-1.097182
2013m7,-1.063844
2013m8,-1.174507
2013m9,-1.055527
2013m10,-.8671985
2013m11,-.4873258
2013m12,.1220551
2014m1,.4882712
2014m2,.229125
2014m3,-.2345111
2014m4,-.8787603
2014m5,-1.080914
2014m6,-.945837
2014m7,-.9451466
2014m8,-1.272432
2014m9,-1.670758
2014m10,-1.465296
2014m11,-.9585925
2014m12,-.1727171
2015m1,.5966153
2015m2,.8774329
2015m3,.9310354
2015m4,.4258854
2015m5,-.4137244
2015m6,-.8630826
2015m7,-1.014275
2015m8,-1.089253
2015m9,-1.108958
2015m10,-.9189287
2015m11,-1.126493
2015m12,-1.09395
2016m1,-.9391681
2016m2,-.8134995
2016m3,-.3246063
2016m4,.4768787
