region,date,health
Auvergne,2013m1,-.3532231969430166
Auvergne,2013m2,-.3516613832291435
Auvergne,2013m3,-.216328272007077
Auvergne,2013m4,-.2554916686871472
Auvergne,2013m5,-.2874439792597995
Auvergne,2013m6,-.4380992437603281
Auvergne,2013m7,-.8362450296168819
Auvergne,2013m8,-.5256114190115648
Auvergne,2013m9,-.0786909373367534
Auvergne,2013m10,-.1153562145636362
Auvergne,2013m11,-.274672872003387
Auvergne,2013m12,-.6776763671899543
Auvergne,2014m1,.1252243936828831
Auvergne,2014m2,.3529014001833275
Auvergne,2014m3,-.2970804266960305
Auvergne,2014m4,-.4792100213029805
Auvergne,2014m5,-.212289439404712
Auvergne,2014m6,-.1119295840754228
Auvergne,2014m7,-.0175157513688592
Auvergne,2014m8,-.0380442339707823
Auvergne,2014m9,.1068334956379498
Auvergne,2014m10,.2656265058938195
Auvergne,2014m11,.3928780709119404
Auvergne,2014m12,-.1193620311644147
Auvergne,2015m1,.4403385808143546
Auvergne,2015m2,.7218771438826533
Auvergne,2015m3,.5536930569831062
Auvergne,2015m4,.2308693366015659
Auvergne,2015m5,.1789366381571573
Auvergne,2015m6,.6586815583355287
Auvergne,2015m7,.0203895980820936
Auvergne,2015m8,.5093774749513935
Auvergne,2015m9,1.127358054523082
Auvergne,2015m10,.9554623768610113
Auvergne,2015m11,.3969138150706011
Auvergne,2015m12,.2058581709861755
Auvergne,2016m1,1.367231120081509
Auvergne,2016m2,1.184120941140196
Auvergne,2016m3,1.520715634612476
Auvergne,2016m4,1.148896759156795
Auvergne,2016m5,.7702456071753713
Auvergne,2016m6,
