date,cat_health_worries
2011m1,2.51642
2011m2,1.638561
2011m3,.7159492
2011m4,.4633409
2011m5,.975794
2011m6,1.403462
2011m7,1.175224
2011m8,1.024442
2011m9,.6194612
2011m10,.1610125
2011m11,-.1665271
2011m12,-.5077316
2012m1,-.5270042
2012m2,-.0271345
2012m3,.583115
2012m4,.6692626
2012m5,.4856237
2012m6,.5347469
2012m7,.8675284
2012m8,.9812497
2012m9,.8968267
2012m10,.7488199
2012m11,.1822015
2012m12,.0745298
2013m1,.1553774
2013m2,.2601912
2013m3,.4200384
2013m4,.2197355
2013m5,-.0712541
2013m6,-.4394277
2013m7,-.7192606
2013m8,-.7934042
2013m9,-.8004764
2013m10,-.7291703
2013m11,-.5783748
2013m12,-.5133967
2014m1,-.4925421
2014m2,-.4577673
2014m3,-.5106453
2014m4,-.4074433
2014m5,-.2693744
2014m6,-.3800902
2014m7,-.7727347
2014m8,-.5187784
2014m9,.0223819
2014m10,.2081346
2014m11,-.2053192
2014m12,-.7358226
2015m1,-.773645
2015m2,-.6353526
2015m3,-.4431905
2015m4,-.1724191
2015m5,-.2567369
2015m6,-.2486406
2015m7,-.0847311
2015m8,.1858631
2015m9,.0782991
2015m10,-.2349946
2015m11,-.7523539
2015m12,-.9744393
2016m1,-.6923417
2016m2,-.6837378
2016m3,-.815441
2016m4,-.875888
