date,cat_summer_leisure
2008m1,-.5764823
2008m2,-.11096
2008m3,.4587068
2008m4,1.099045
2008m5,1.698273
2008m6,2.048847
2008m7,1.806733
2008m8,1.067745
2008m9,.2032288
2008m10,-.4771393
2008m11,-.8745221
2008m12,-.9442324
2009m1,-.7341439
2009m2,-.3373224
2009m3,.1955903
2009m4,.7969722
2009m5,1.432369
2009m6,1.807648
2009m7,1.648097
2009m8,1.025612
2009m9,.2367038
2009m10,-.3759017
2009m11,-.7313225
2009m12,-.8289266
2010m1,-.6339707
2010m2,-.2607718
2010m3,.3477707
2010m4,1.007393
2010m5,1.617008
2010m6,1.914904
2010m7,1.669293
2010m8,.9953288
2010m9,.2147496
2010m10,-.4607418
2010m11,-.8876594
2010m12,-1.04713
2011m1,-.9905127
2011m2,-.767328
2011m3,-.3352173
2011m4,.1976239
2011m5,.7574494
2011m6,1.162268
2011m7,1.072396
2011m8,.5453796
2011m9,-.1452109
2011m10,-.7415591
2011m11,-1.136578
2011m12,-1.237426
2012m1,-1.082867
2012m2,-.7275746
2012m3,-.1749318
2012m4,.4394861
2012m5,.9858294
2012m6,1.296002
2012m7,1.136935
2012m8,.5803798
2012m9,-.1373766
2012m10,-.8016572
2012m11,-1.190523
2012m12,-1.262926
2013m1,-1.11062
2013m2,-.8122117
2013m3,-.3829939
2013m4,.0969145
2013m5,.604406
2013m6,.8847727
2013m7,.7481558
2013m8,.2389167
2013m9,-.3851701
2013m10,-.9030312
2013m11,-1.218083
2013m12,-1.306199
2014m1,-1.183311
2014m2,-.895744
2014m3,-.4442693
2014m4,.0768032
2014m5,.6048322
2014m6,.9452422
2014m7,.8428338
2014m8,.3203188
2014m9,-.3242557
2014m10,-.8376837
2014m11,-1.164003
2014m12,-1.242604
2015m1,-1.089502
2015m2,-.7937694
2015m3,-.3517935
2015m4,.1214201
2015m5,.6035731
2015m6,.9515969
2015m7,.8619859
2015m8,.3969084
2015m9,-.2223278
2015m10,-.7603165
2015m11,-1.108576
2015m12,-1.173862
2016m1,-1.010218
2016m2,-.7378396
2016m3,-.3696321
2016m4,.0764831
