date,cat_layoffs
2011m1,2.115427
2011m2,1.283461
2011m3,.9566019
2011m4,1.004163
2011m5,1.258038
2011m6,1.050955
2011m7,.7923884
2011m8,.778331
2011m9,.8291802
2011m10,.5294442
2011m11,-.0332572
2011m12,-.445866
2012m1,-.475225
2012m2,-.317952
2012m3,-.1934351
2012m4,.079655
2012m5,.0899711
2012m6,.1180733
2012m7,.2367994
2012m8,.3413084
2012m9,.7134116
2012m10,1.148962
2012m11,1.340757
2012m12,1.021113
2013m1,.6819615
2013m2,.1904928
2013m3,-.0926149
2013m4,.0383045
2013m5,-.3361966
2013m6,-.8193662
2013m7,-1.102964
2013m8,-.8356352
2013m9,-.2916371
2013m10,-.0843932
2013m11,-.1754034
2013m12,-.3295226
2014m1,-.1802727
2014m2,-.0725624
2014m3,-.4893267
2014m4,-.7341809
2014m5,-1.001725
2014m6,-1.038482
2014m7,-1.106951
2014m8,-1.10691
2014m9,-1.114795
2014m10,-1.028892
2014m11,-.8623354
2014m12,-.3848643
2015m1,.2173696
2015m2,.2312512
2015m3,-.1014149
2015m4,-.5511723
2015m5,-.9055951
2015m6,-.8990484
2015m7,-.5467457
2015m8,.0361012
2015m9,.2789778
2015m10,-.0306911
2015m11,-.4382672
2015m12,-.579647
2016m1,-.3089312
2016m2,-.1184937
2016m3,.3915154
2016m4,1.380756
