region,date,christianisme
Basse-Normandie,2013m1,-.88077492
Basse-Normandie,2013m2,-.057358123
Basse-Normandie,2013m3,.32657465
Basse-Normandie,2013m4,-.31669945
Basse-Normandie,2013m5,-.035770699
Basse-Normandie,2013m6,-.75795978
Basse-Normandie,2013m7,-.96105182
Basse-Normandie,2013m8,-.72994137
Basse-Normandie,2013m9,-.83635592
Basse-Normandie,2013m10,-.42173851
Basse-Normandie,2013m11,.11081944
Basse-Normandie,2013m12,.14365169
Basse-Normandie,2014m1,-.37068918
Basse-Normandie,2014m2,-.049027614
Basse-Normandie,2014m3,-.54080951
Basse-Normandie,2014m4,.33020723
Basse-Normandie,2014m5,-.37400973
Basse-Normandie,2014m6,-.3958905
Basse-Normandie,2014m7,-.12990612
Basse-Normandie,2014m8,-.33168235
Basse-Normandie,2014m9,-.46046788
Basse-Normandie,2014m10,-.42792571
Basse-Normandie,2014m11,-.15778826
Basse-Normandie,2014m12,.87377632
Basse-Normandie,2015m1,1.1978317
Basse-Normandie,2015m2,.22920047
Basse-Normandie,2015m3,.37019071
Basse-Normandie,2015m4,.89544398
Basse-Normandie,2015m5,.36415944
Basse-Normandie,2015m6,.28133109
Basse-Normandie,2015m7,-.16251603
Basse-Normandie,2015m8,.17181589
Basse-Normandie,2015m9,-.43698129
Basse-Normandie,2015m10,-.35629377
Basse-Normandie,2015m11,.5359872
Basse-Normandie,2015m12,1.2700753
Basse-Normandie,2016m1,.62663358
Basse-Normandie,2016m2,-.41074067
Basse-Normandie,2016m3,.52877551
Basse-Normandie,2016m4,.43997613
Basse-Normandie,2016m5,.14989871
Basse-Normandie,2016m6,-.45477119
Basse-Normandie,2016m7,-.11535606
Basse-Normandie,2016m8,.14569108
Basse-Normandie,2016m9,.18987155
Basse-Normandie,2016m10,.028093209
Basse-Normandie,2016m11,.15254502
Basse-Normandie,2016m12,.644041
Basse-Normandie,2017m1,-.34737322
Basse-Normandie,2017m2,.42156568
Basse-Normandie,2017m3,.12616396
