region,date,christianisme
Midi-Pyrenees,2013m1,-1.2486945
Midi-Pyrenees,2013m2,-.97194862
Midi-Pyrenees,2013m3,-.18384038
Midi-Pyrenees,2013m4,-.71585739
Midi-Pyrenees,2013m5,-.1651213
Midi-Pyrenees,2013m6,-.599289
Midi-Pyrenees,2013m7,-1.6173122
Midi-Pyrenees,2013m8,-.98052639
Midi-Pyrenees,2013m9,-.66412759
Midi-Pyrenees,2013m10,-.82671744
Midi-Pyrenees,2013m11,-.64988452
Midi-Pyrenees,2013m12,-.10899496
Midi-Pyrenees,2014m1,-.2255132
Midi-Pyrenees,2014m2,.17500219
Midi-Pyrenees,2014m3,-.84011668
Midi-Pyrenees,2014m4,-.713229
Midi-Pyrenees,2014m5,-.011084519
Midi-Pyrenees,2014m6,-1.4647304
Midi-Pyrenees,2014m7,-1.1981512
Midi-Pyrenees,2014m8,-1.204252
Midi-Pyrenees,2014m9,.20818812
Midi-Pyrenees,2014m10,-.24135122
Midi-Pyrenees,2014m11,.76530772
Midi-Pyrenees,2014m12,1.4614778
Midi-Pyrenees,2015m1,1.8625677
Midi-Pyrenees,2015m2,2.0827239
Midi-Pyrenees,2015m3,1.0173358
Midi-Pyrenees,2015m4,.10596094
Midi-Pyrenees,2015m5,.48415139
Midi-Pyrenees,2015m6,-.059955914
Midi-Pyrenees,2015m7,-.68667477
Midi-Pyrenees,2015m8,.74654222
Midi-Pyrenees,2015m9,-.13090739
Midi-Pyrenees,2015m10,-.44093907
Midi-Pyrenees,2015m11,-.10205812
Midi-Pyrenees,2015m12,1.0621691
Midi-Pyrenees,2016m1,.14633006
Midi-Pyrenees,2016m2,-.14029613
Midi-Pyrenees,2016m3,.39749399
Midi-Pyrenees,2016m4,.75162315
Midi-Pyrenees,2016m5,.9336673
Midi-Pyrenees,2016m6,-1.1837111
Midi-Pyrenees,2016m7,-1.0125911
Midi-Pyrenees,2016m8,1.8858514
Midi-Pyrenees,2016m9,1.2982682
Midi-Pyrenees,2016m10,-.41001567
Midi-Pyrenees,2016m11,.97226983
Midi-Pyrenees,2016m12,.34620327
Midi-Pyrenees,2017m1,1.0997046
Midi-Pyrenees,2017m2,.98739988
Midi-Pyrenees,2017m3,.089447528
