fin_security_f
.9073373
-.0908123
-.4661111
-1.253545
-.5153042
.1252507
1.459177
1.810415
-1.245672
-.8593181
-.0758189
.7009717
-.2417275
.0395485
-.6128316
-.8700612
-1.172844
.2534958
.0278871
-.3029408
-1.988991
-1.314995
.56073
.9636478
1.188572
-.7931647
-.93248
-1.10481
-1.218051
.0430127
2.105353
1.125852
-1.274253
-.6328889
-.0237757
.1885916
.6502844
.1764727
.0081462
-.5441414
-1.191425
-.203405
2.486038
1.519764
-1.069537
-.7056571
.5019159
.2907
.0930614
-.6237115
.5205557
.4285954
-.5001556
1.425561
1.292299
1.873297
-.9381043
