date,cat_spirituality
2008m1,-.27696
2008m2,.1789753
2008m3,.3394101
2008m4,.0976727
2008m5,-.521997
2008m6,-1.116146
2008m7,-1.269141
2008m8,-1.002506
2008m9,-.2776571
2008m10,.2874865
2008m11,.5331059
2008m12,.4518963
2009m1,.4095636
2009m2,.5600139
2009m3,.6615536
2009m4,.4728352
2009m5,-.1381722
2009m6,-.9720799
2009m7,-1.344015
2009m8,-1.0046
2009m9,.1798798
2009m10,1.369343
2009m11,1.642757
2009m12,1.477253
2010m1,1.351318
2010m2,1.616482
2010m3,1.817357
2010m4,1.714535
2010m5,1.113987
2010m6,.206846
2010m7,-.1730086
2010m8,.116723
2010m9,.8232899
2010m10,1.253071
2010m11,1.210049
2010m12,.7908347
2011m1,.3762994
2011m2,.317692
2011m3,.4419096
2011m4,.389374
2011m5,-.0287637
2011m6,-.6723795
2011m7,-1.025198
2011m8,-.8793315
2011m9,-.3024589
2011m10,.1511473
2011m11,.2400302
2011m12,.0683835
2012m1,.0283459
2012m2,.0842192
2012m3,.1336034
2012m4,.0699032
2012m5,-.3147048
2012m6,-.7780033
2012m7,-.9411898
2012m8,-.6528578
2012m9,-.1573714
2012m10,-.0946302
2012m11,-.5918952
2012m12,-1.271376
2013m1,-1.268276
2013m2,-.6265769
2013m3,-.0219149
2013m4,.165573
2013m5,-.2251552
2013m6,-.7971887
2013m7,-1.064772
2013m8,-.9079062
2013m9,-.3054778
2013m10,.1317625
2013m11,.1110851
2013m12,-.1049637
2014m1,-.2177356
2014m2,-.1516827
2014m3,-.0857859
2014m4,-.2545366
2014m5,-.8051378
2014m6,-1.303073
2014m7,-1.263995
2014m8,-.750257
2014m9,.0753566
2014m10,.6160449
2014m11,.6378074
2014m12,.4876878
2015m1,.3562028
2015m2,.4649914
2015m3,.6019402
2015m4,.4364695
2015m5,-.2194645
2015m6,-.8877731
2015m7,-1.207296
2015m8,-.8859233
2015m9,-.0813288
2015m10,.3916955
2015m11,.4581426
2015m12,.1894411
2016m1,-.0721667
2016m2,-.0138451
2016m3,.3385638
2016m4,.8887651
