date,cat_personal_security
2011m1,.050245
2011m2,-.0170297
2011m3,-.1344243
2011m4,-.2000957
2011m5,-.2820065
2011m6,-.4038638
2011m7,-.4501542
2011m8,-.3850793
2011m9,-.2613452
2011m10,-.2374612
2011m11,-.2171754
2011m12,-.2735595
2012m1,-.2839071
2012m2,-.2566301
2012m3,-.2420118
2012m4,-.3364868
2012m5,-.5663245
2012m6,-.5015187
2012m7,-.2210941
2012m8,-.2669142
2012m9,-.2444226
2012m10,.1750369
2012m11,1.150914
2012m12,2.456048
2013m1,2.717837
2013m2,1.988593
2013m3,1.247235
2013m4,.7642286
2013m5,-.0719448
2013m6,-.7529441
2013m7,-.9632198
2013m8,-.897938
2013m9,-.6437491
2013m10,-.430946
2013m11,-.3310161
2013m12,-.3033922
2014m1,-.3566204
2014m2,-.5097924
2014m3,-.6378186
2014m4,-.6890936
2014m5,-.811763
2014m6,-.8810669
2014m7,-.6927021
2014m8,-.3653615
2014m9,-.0628834
2014m10,.0751008
2014m11,.077219
2014m12,-.0182234
2015m1,-.1736899
2015m2,-.4290597
2015m3,-.5647091
2015m4,-.5383765
2015m5,-.4972911
2015m6,-.3120501
2015m7,-.1329207
2015m8,-.1052924
2015m9,.2053967
2015m10,.9619861
2015m11,1.715509
2015m12,1.639064
2016m1,.9365311
2016m2,.505819
2016m3,.5481991
2016m4,.7404076
