date,cat_education
2008m1,.7862837
2008m2,.9053825
2008m3,.9289806
2008m4,.7230128
2008m5,.1817573
2008m6,-.4377308
2008m7,-.63126
2008m8,-.1769816
2008m9,.7786216
2008m10,1.284162
2008m11,1.168199
2008m12,.9136963
2009m1,1.031322
2009m2,1.277999
2009m3,1.281266
2009m4,1.037899
2009m5,.4783076
2009m6,-.0084597
2009m7,-.110009
2009m8,.4003139
2009m9,1.339599
2009m10,1.760769
2009m11,1.454194
2009m12,.9754487
2010m1,.8427038
2010m2,.944077
2010m3,.9048843
2010m4,.5925824
2010m5,.0910708
2010m6,-.4318177
2010m7,-.7143255
2010m8,-.4154752
2010m9,.2696388
2010m10,.6075681
2010m11,.5797571
2010m12,.3148215
2011m1,.2612716
2011m2,.3752389
2011m3,.398475
2011m4,.1635953
2011m5,-.2547851
2011m6,-.70558
2011m7,-.9193901
2011m8,-.6104921
2011m9,.0965613
2011m10,.3018892
2011m11,.0893792
2011m12,-.2303015
2012m1,-.2353586
2012m2,-.1426832
2012m3,-.151384
2012m4,-.4299802
2012m5,-.9810721
2012m6,-1.496427
2012m7,-1.664269
2012m8,-1.280045
2012m9,-.6041561
2012m10,-.4446747
2012m11,-.67357
2012m12,-.7779271
2013m1,-.5946617
2013m2,-.5290048
2013m3,-.6015191
2013m4,-.8113679
2013m5,-1.199867
2013m6,-1.56536
2013m7,-1.592658
2013m8,-1.09841
2013m9,-.2439958
2013m10,.1888663
2013m11,.0795737
2013m12,-.1579297
2014m1,-.1247763
2014m2,-.0200172
2014m3,-.0279626
2014m4,-.2496576
2014m5,-.7066529
2014m6,-1.144028
2014m7,-1.265424
2014m8,-.7722126
2014m9,.1098636
2014m10,.4558677
2014m11,.2865968
2014m12,-.0192017
2015m1,-.0212824
2015m2,.185435
2015m3,.3148909
2015m4,.0544405
2015m5,-.5050821
2015m6,-1.032627
2015m7,-1.199423
2015m8,-.6728731
2015m9,.2675398
2015m10,.6157583
2015m11,.3947568
2015m12,.0673699
2016m1,.0655158
2016m2,.3266979
2016m3,.6573733
2016m4,1.072873
