date,cat_layoffs
2011m1,1.633391
2011m2,.9890671
2011m3,.2863217
2011m4,-.1367773
2011m5,-.3729326
2011m6,-.3620712
2011m7,-.1482606
2011m8,.0825876
2011m9,.4919096
2011m10,.7288473
2011m11,.6465963
2011m12,.7606474
2012m1,1.140139
2012m2,1.429189
2012m3,1.060907
2012m4,.829407
2012m5,.6344786
2012m6,.4694502
2012m7,.4188773
2012m8,.5242713
2012m9,.8418218
2012m10,1.35037
2012m11,1.408702
2012m12,.9955794
2013m1,.6764236
2013m2,.4413024
2013m3,.2148047
2013m4,-.0266501
2013m5,-.2741752
2013m6,-.2454493
2013m7,-.3070919
2013m8,-.4867859
2013m9,-.5828437
2013m10,-.6214633
2013m11,-.5739698
2013m12,-.3146205
2014m1,.2692299
2014m2,.3938243
2014m3,.1487275
2014m4,-.0552247
2014m5,-.2836489
2014m6,-.6311765
2014m7,-1.036483
2014m8,-1.242999
2014m9,-1.176808
2014m10,-1.254055
2014m11,-1.404807
2014m12,-1.508575
2015m1,-1.332255
2015m2,-.9565591
2015m3,-.6917955
2015m4,-.6364718
2015m5,-.7545749
2015m6,-.8622358
2015m7,-1.050209
2015m8,-1.242465
2015m9,-1.033915
2015m10,-.558545
2015m11,.1202437
2015m12,1.022351
2016m1,1.374953
2016m2,.9027948
2016m3,.2887738
2016m4,-.4100942
