date,cat_job_growth
2011m1,-.3968904
2011m2,.3435778
2011m3,.6898907
2011m4,.5996761
2011m5,.2360156
2011m6,-.0471727
2011m7,-.0087716
2011m8,-.0183117
2011m9,.0964338
2011m10,.0410411
2011m11,-.0084208
2011m12,-.0312561
2012m1,-.1098358
2012m2,-.2965044
2012m3,-.4496778
2012m4,-.455244
2012m5,-.3308148
2012m6,-.5011848
2012m7,-.8214368
2012m8,-1.133645
2012m9,-1.14517
2012m10,-1.148466
2012m11,-1.200123
2012m12,-1.208199
2013m1,-.8692017
2013m2,-.4662247
2013m3,-.455818
2013m4,-.5358356
2013m5,-.6373724
2013m6,-.7119091
2013m7,-.7428578
2013m8,-.5750976
2013m9,-.3733067
2013m10,-.4438846
2013m11,-.5774658
2013m12,-.5719436
2014m1,-.2179083
2014m2,-.0107309
2014m3,-.0363694
2014m4,-.1195466
2014m5,-.3137169
2014m6,-.7554118
2014m7,-1.064967
2014m8,-.963164
2014m9,-.3662665
2014m10,.1278517
2014m11,.3257198
2014m12,.4814586
2015m1,.8473011
2015m2,1.084992
2015m3,1.048905
2015m4,.8017915
2015m5,.4330698
2015m6,.0855691
2015m7,.0503054
2015m8,.2081151
2015m9,.6734835
2015m10,1.031772
2015m11,1.35809
2015m12,1.180083
2016m1,1.126295
2016m2,1.55681
2016m3,2.249498
2016m4,3.442381
