date,cat_civic_engagement
2008m1,.2842958
2008m2,.6386114
2008m3,.7909653
2008m4,.6706244
2008m5,.167701
2008m6,-.4403709
2008m7,-.6853492
2008m8,-.2964097
2008m9,.8771352
2008m10,1.752763
2008m11,1.797077
2008m12,1.364341
2009m1,1.063174
2009m2,.9845088
2009m3,1.01605
2009m4,.8347808
2009m5,.3072404
2009m6,-.3215279
2009m7,-.6416583
2009m8,-.2065539
2009m9,.8324071
2009m10,1.582949
2009m11,1.645041
2009m12,1.188212
2010m1,.9324342
2010m2,.9825004
2010m3,1.123695
2010m4,1.049944
2010m5,.559321
2010m6,-.2293961
2010m7,-.7725741
2010m8,-.7110129
2010m9,-.0338201
2010m10,.4842041
2010m11,.5488322
2010m12,.2588678
2011m1,.1567136
2011m2,.2653901
2011m3,.2887993
2011m4,.0463695
2011m5,-.3717769
2011m6,-.860715
2011m7,-1.143611
2011m8,-.9977821
2011m9,-.2872199
2011m10,.274001
2011m11,.3684944
2011m12,.0476058
2012m1,-.2580946
2012m2,-.3791535
2012m3,-.3797573
2012m4,-.4322461
2012m5,-.8185644
2012m6,-1.376054
2012m7,-1.653414
2012m8,-1.413543
2012m9,-.8193125
2012m10,-.4071824
2012m11,-.2493842
2012m12,-.3318627
2013m1,-.3399962
2013m2,-.3882852
2013m3,-.4584868
2013m4,-.6117735
2013m5,-.9183147
2013m6,-1.26319
2013m7,-1.39511
2013m8,-1.05047
2013m9,-.2260655
2013m10,.2990544
2013m11,.2934544
2013m12,-.1163714
2014m1,-.2883024
2014m2,-.2122174
2014m3,-.1194431
2014m4,-.1103553
2014m5,-.4496674
2014m6,-.9822503
2014m7,-1.329398
2014m8,-1.137931
2014m9,-.4520975
2014m10,.0108087
2014m11,.0629054
2014m12,-.0806713
2015m1,-.1620792
2015m2,-.0532994
2015m3,.1825168
2015m4,.1427362
2015m5,-.2579078
2015m6,-.7406063
2015m7,-1.001039
2015m8,-.7364357
2015m9,.1373783
2015m10,.7735015
2015m11,.8912646
2015m12,.5835549
2016m1,.4374717
2016m2,.5692306
2016m3,.8092355
2016m4,1.021952
