date,swb_sadness
2008m1,.1869126
2008m2,-.2344459
2008m3,-.6851164
2008m4,-.6619512
2008m5,-.1967686
2008m6,-.1351693
2008m7,-.3590933
2008m8,-.4276282
2008m9,-.2184308
2008m10,.1716338
2008m11,.8233727
2008m12,1.382776
2009m1,1.859946
2009m2,2.064482
2009m3,2.020304
2009m4,1.35795
2009m5,.7795758
2009m6,.4376645
2009m7,.2800917
2009m8,.3754246
2009m9,.5668635
2009m10,.3789687
2009m11,.2285671
2009m12,-.0783014
2010m1,-.1431081
2010m2,.0661171
2010m3,-.60397
2010m4,-.9839829
2010m5,-1.34572
2010m6,-1.684302
2010m7,-1.514527
2010m8,-.8971765
2010m9,-.2427699
2010m10,.2153188
2010m11,.3173538
2010m12,.5129493
2011m1,.3158615
2011m2,.2388507
2011m3,.2380602
2011m4,.0086449
2011m5,-.1494258
2011m6,-.2663625
2011m7,-.0654425
2011m8,.1001388
2011m9,.1695112
2011m10,.2527891
2011m11,.4203252
2011m12,.3336642
2012m1,.083499
2012m2,-.061344
2012m3,-.2746762
2012m4,-.4910316
2012m5,-.3878962
2012m6,-.1176826
2012m7,.0673392
2012m8,.0560573
2012m9,-.0534037
2012m10,.0674822
2012m11,.2813723
2012m12,.2839551
2013m1,-.1069112
2013m2,-.4669242
2013m3,-.4932352
2013m4,-.3655913
2013m5,-.5235865
2013m6,-.957156
2013m7,-1.037213
2013m8,-.6091833
2013m9,-.4573776
2013m10,-.478597
2013m11,-.3210956
2013m12,-.2460335
2014m1,-.4284272
2014m2,-.9786228
2014m3,-1.491042
2014m4,-1.515157
2014m5,-1.115329
2014m6,-.5983216
2014m7,-.3212856
2014m8,-.1146722
2014m9,.1257113
2014m10,.3066831
2014m11,.1232439
2014m12,.0711941
2015m1,.0109533
2015m2,-.4895532
2015m3,-.7818875
2015m4,-.9625747
2015m5,-.8151094
2015m6,-1.070278
2015m7,-.9253008
2015m8,-.3329114
2015m9,.4412335
2015m10,.8374026
2015m11,.5074054
2015m12,-.1259111
2016m1,-.8444428
2016m2,-1.107803
2016m3,-.6984753
2016m4,-.2842192
