date,swb_enjoyment
2008m1,-.3753106
2008m2,-.2392387
2008m3,.0490801
2008m4,.6462325
2008m5,1.088345
2008m6,1.139017
2008m7,.7956296
2008m8,.2766636
2008m9,-.1260294
2008m10,-.2678185
2008m11,-.4265934
2008m12,-1.009973
2009m1,-1.646621
2009m2,-1.719359
2009m3,-1.29791
2009m4,-.6548985
2009m5,-.1193632
2009m6,-.05836
2009m7,-.1661753
2009m8,-.3660874
2009m9,-.4659797
2009m10,-.5260746
2009m11,-.6706991
2009m12,-.7592594
2010m1,-.797379
2010m2,-.5040976
2010m3,-.112356
2010m4,.206237
2010m5,.251947
2010m6,.0738578
2010m7,-.1799681
2010m8,-.6492806
2010m9,-.8576463
2010m10,-.5769928
2010m11,-.0458177
2010m12,.3740262
2011m1,.6719522
2011m2,.9819537
2011m3,1.157164
2011m4,1.150864
2011m5,.9985945
2011m6,.6588479
2011m7,.5269129
2011m8,.4355015
2011m9,.6022382
2011m10,.9891236
2011m11,1.349749
2011m12,1.287718
2012m1,1.171641
2012m2,1.10736
2012m3,1.095011
2012m4,1.152127
2012m5,1.239739
2012m6,1.267647
2012m7,1.125481
2012m8,.7723488
2012m9,.5819906
2012m10,.5918611
2012m11,.7100682
2012m12,.6815534
2013m1,.4903318
2013m2,.5278435
2013m3,.7351122
2013m4,1.050708
2013m5,1.346732
2013m6,1.38528
2013m7,1.297634
2013m8,1.232454
2013m9,1.300145
2013m10,1.357393
2013m11,1.307871
2013m12,1.096245
2014m1,.8440592
2014m2,.9485235
2014m3,1.072367
2014m4,1.249394
2014m5,1.483751
2014m6,1.31776
2014m7,1.142962
2014m8,1.131996
2014m9,1.389569
2014m10,1.765829
2014m11,2.033128
2014m12,2.139103
2015m1,1.87515
2015m2,1.679616
2015m3,1.569335
2015m4,1.708115
2015m5,1.862292
2015m6,1.727578
2015m7,1.487058
2015m8,1.205643
2015m9,1.222111
2015m10,1.583481
2015m11,1.854786
2015m12,1.959581
2016m1,1.920876
2016m2,1.935118
2016m3,1.762691
2016m4,1.869023
