region,date,recherche_emploi
Bretagne,2013m1,.96181637
Bretagne,2013m2,.35047778
Bretagne,2013m3,1.0244063
Bretagne,2013m4,-.14636481
Bretagne,2013m5,-.22453976
Bretagne,2013m6,-.15279783
Bretagne,2013m7,-1.4310019
Bretagne,2013m8,-1.9182363
Bretagne,2013m9,.93287867
Bretagne,2013m10,.38436672
Bretagne,2013m11,.45391291
Bretagne,2013m12,-.89775938
Bretagne,2014m1,.73084301
Bretagne,2014m2,.97428393
Bretagne,2014m3,1.1708434
Bretagne,2014m4,-.077044442
Bretagne,2014m5,.14431417
Bretagne,2014m6,-.12264274
Bretagne,2014m7,-1.0880411
Bretagne,2014m8,-1.2192848
Bretagne,2014m9,.83363527
Bretagne,2014m10,.51954609
Bretagne,2014m11,.27384222
Bretagne,2014m12,-1.2308863
Bretagne,2015m1,.59034896
Bretagne,2015m2,1.1005127
Bretagne,2015m3,1.6424118
Bretagne,2015m4,-.15397868
Bretagne,2015m5,-.20681034
Bretagne,2015m6,-.027851403
Bretagne,2015m7,-1.2214764
Bretagne,2015m8,-1.4620785
Bretagne,2015m9,.43680841
Bretagne,2015m10,.2853213
Bretagne,2015m11,-.092809811
Bretagne,2015m12,-1.2253036
Bretagne,2016m1,.86324835
Bretagne,2016m2,1.0620677
Bretagne,2016m3,.93613613
Bretagne,2016m4,-.11935703
Bretagne,2016m5,-.053663261
Bretagne,2016m6,-.50548637
Bretagne,2016m7,-1.8705688
Bretagne,2016m8,-1.4548478
Bretagne,2016m9,.71327412
Bretagne,2016m10,.2224118
Bretagne,2016m11,-.1609946
Bretagne,2016m12,-1.1337308
Bretagne,2017m1,.56976211
Bretagne,2017m2,.56556809
Bretagne,2017m3,1.0792506
