happiness
-2.224377
-1.076034
.0735855
-.5298111
-.2597327
-1.165419
-1.059641
-.0250296
-1.834644
-1.185955
-.4034882
-.95028
-.0298313
-.9265388
1.222822
.7348276
.8609718
.4507454
1.375474
1.518284
.2578697
-.6566802
-1.018538
.3281977
.9990709
.1562203
1.134546
1.374146
.5649065
.2986872
.3752953
.7799533
-.018675
.2135614
-.3246676
-.1860203
-.1858662
-.27326
-.1025506
.0155587
.2120677
.5519916
1.05062
.5280997
-.6781483
.576151
.7416472
.0541376
.3469066
.1063586
1.014317
.5642512
.9285157
.9418471
.7332708
.6754721
.1948112
