date,cat_housing
2008m1,2.501936
2008m2,1.50319
2008m3,.8490452
2008m4,.4346003
2008m5,.1703273
2008m6,.1362556
2008m7,-.0797445
2008m8,-.3183241
2008m9,-.2467595
2008m10,.0781875
2008m11,.8659539
2008m12,2.210211
2009m1,2.915623
2009m2,2.817599
2009m3,2.498487
2009m4,1.917201
2009m5,1.250893
2009m6,.8931817
2009m7,.5751762
2009m8,.2748804
2009m9,.1153563
2009m10,.0323145
2009m11,.0869671
2009m12,.2176912
2010m1,.5621495
2010m2,.7910798
2010m3,.8062177
2010m4,.7822199
2010m5,.7714519
2010m6,1.028824
2010m7,1.294009
2010m8,1.330573
2010m9,.9788873
2010m10,.6851215
2010m11,.3789334
2010m12,.1314493
2011m1,.0337957
2011m2,-.0240657
2011m3,-.2071906
2011m4,-.44151
2011m5,-.5046225
2011m6,-.3246553
2011m7,-.0131839
2011m8,.2825917
2011m9,.3502389
2011m10,.2842288
2011m11,.0922532
2011m12,.0390417
2012m1,.0774159
2012m2,.1323362
2012m3,.1090209
2012m4,.0826844
2012m5,.1377294
2012m6,.1630396
2012m7,.060787
2012m8,-.1561322
2012m9,-.2769068
2012m10,-.3304917
2012m11,-.4744416
2012m12,-.5675798
2013m1,-.3765466
2013m2,-.2237883
2013m3,-.1577038
2013m4,-.1129461
2013m5,-.0321776
2013m6,-.0161942
2013m7,-.2578719
2013m8,-.6242056
2013m9,-.8754814
2013m10,-1.017547
2013m11,-1.096613
2013m12,-1.206041
2014m1,-1.149244
2014m2,-1.088902
2014m3,-1.035462
2014m4,-.9638672
2014m5,-.9012649
2014m6,-.8370754
2014m7,-.8481842
2014m8,-.9036595
2014m9,-.9935279
2014m10,-1.079124
2014m11,-1.160496
2014m12,-1.072679
2015m1,-.7552065
2015m2,-.5437246
2015m3,-.493688
2015m4,-.5566024
2015m5,-.6448802
2015m6,-.6016216
2015m7,-.5778034
2015m8,-.6442192
2015m9,-.8557667
2015m10,-1.142484
2015m11,-1.36465
2015m12,-1.297454
2016m1,-.9782259
2016m2,-.6539171
2016m3,-.4390547
2016m4,-.1856478
