date,cat_job_growth
2008m1,1.457774
2008m2,1.584554
2008m3,1.683616
2008m4,.967686
2008m5,.1614965
2008m6,-.709696
2008m7,-1.210572
2008m8,-1.392508
2008m9,-.7893994
2008m10,-.0988857
2008m11,-.2225209
2008m12,-.1321244
2009m1,-.0747991
2009m2,.0527733
2009m3,.0409035
2009m4,-.3055045
2009m5,-.2995646
2009m6,-.3452268
2009m7,-.5824634
2009m8,-.5384057
2009m9,-.3505383
2009m10,-.0057472
2009m11,.119147
2009m12,.3751135
2010m1,.7079293
2010m2,1.057188
2010m3,1.375403
2010m4,1.229435
2010m5,.5392358
2010m6,-.2227033
2010m7,-.3505734
2010m8,.1934786
2010m9,.7559924
2010m10,.9632519
2010m11,.9619948
2010m12,.6570041
2011m1,.2652802
2011m2,.1667511
2011m3,.035665
2011m4,-.1511312
2011m5,-.638227
2011m6,-1.150897
2011m7,-1.366178
2011m8,-1.207147
2011m9,-.7299952
2011m10,-.5338174
2011m11,-.574404
2011m12,-.8138052
2012m1,-.9280947
2012m2,-.5711185
2012m3,.0349078
2012m4,.3965034
2012m5,.0501142
2012m6,-.6897824
2012m7,-1.139385
2012m8,-1.219244
2012m9,-.9559309
2012m10,-.6535392
2012m11,-.5525266
2012m12,-.5763651
2013m1,-.5851219
2013m2,-.3516206
2013m3,.1448595
2013m4,.2836432
2013m5,-.1292448
2013m6,-.7477677
2013m7,-1.129997
2013m8,-1.078208
2013m9,-.559113
2013m10,.0420251
2013m11,.2081969
2013m12,-.0501575
2014m1,-.1095227
2014m2,-.0380392
2014m3,-.0317967
2014m4,-.031294
2014m5,-.1318986
2014m6,-.4322282
2014m7,-.5305195
2014m8,-.5366292
2014m9,-.1140536
2014m10,.3659724
2014m11,.4616869
2014m12,.6407586
2015m1,.8248616
2015m2,.9151915
2015m3,.9598386
2015m4,.8629121
2015m5,.4418044
2015m6,-.021454
2015m7,-.2178828
2015m8,-.2045557
2015m9,.1458343
2015m10,.4242299
2015m11,.6470009
2015m12,.6730075
2016m1,.6366966
2016m2,.9734973
2016m3,1.549509
2016m4,2.079202
