date,cat_social_progress
2008m1,-.5176208
2008m2,-.7768264
2008m3,-.9188375
2008m4,-.8307908
2008m5,-.9630458
2008m6,-1.201291
2008m7,-1.308115
2008m8,-1.250261
2008m9,-.9907292
2008m10,-.7925197
2008m11,-.8795965
2008m12,-.888733
2009m1,-.8196443
2009m2,-.7276957
2009m3,-.7329116
2009m4,-.7307703
2009m5,-.9436665
2009m6,-1.378774
2009m7,-1.423133
2009m8,-.9963539
2009m9,-.0170982
2009m10,.6411445
2009m11,.6054464
2009m12,.3655423
2010m1,.3446963
2010m2,.7921472
2010m3,1.04628
2010m4,.9837106
2010m5,.7274595
2010m6,.1224271
2010m7,-.1711302
2010m8,-.0895445
2010m9,.5232894
2010m10,.8850271
2010m11,.8393342
2010m12,.3704166
2011m1,-.0061484
2011m2,-.0448246
2011m3,.1082594
2011m4,.0949422
2011m5,-.3557888
2011m6,-.9758771
2011m7,-1.203321
2011m8,-1.003738
2011m9,-.3840096
2011m10,.0450766
2011m11,.1022184
2011m12,-.1321429
2012m1,-.1419051
2012m2,.0104534
2012m3,.1496223
2012m4,-.002576
2012m5,-.589551
2012m6,-1.303635
2012m7,-1.454173
2012m8,-.9841036
2012m9,-.2573257
2012m10,-.0172739
2012m11,-.1560446
2012m12,-.2744693
2013m1,-.147474
2013m2,.3165701
2013m3,.6659919
2013m4,.6080931
2013m5,.1104426
2013m6,-.4442464
2013m7,-.709484
2013m8,-.5366051
2013m9,.051428
2013m10,.2165724
2013m11,.0353319
2013m12,.0216977
2014m1,.3156797
2014m2,.8130621
2014m3,.9366975
2014m4,.8030584
2014m5,.3419279
2014m6,-.2584513
2014m7,-.5008666
2014m8,-.1633682
2014m9,.638271
2014m10,1.105399
2014m11,1.077143
2014m12,1.004898
2015m1,1.088462
2015m2,1.228371
2015m3,1.194451
2015m4,1.010354
2015m5,.5134432
2015m6,-.0003664
2015m7,-.3418595
2015m8,-.1118692
2015m9,.5777692
2015m10,1.030669
2015m11,1.105909
2015m12,.9156509
2016m1,1.094548
2016m2,1.319291
2016m3,1.410061
2016m4,1.541851
