date,cat_family_stress
2011m1,.0842941
2011m2,-.4439559
2011m3,-.4369014
2011m4,-.0012842
2011m5,.2834406
2011m6,1.084474
2011m7,1.676792
2011m8,1.7551
2011m9,1.408084
2011m10,.8409777
2011m11,.1009038
2011m12,-.2254982
2012m1,-.1502734
2012m2,-.1557608
2012m3,-.0539124
2012m4,.0799768
2012m5,.1954351
2012m6,.3520524
2012m7,.2028995
2012m8,.0612118
2012m9,-.2195842
2012m10,-.471984
2012m11,-.5823995
2012m12,-.8733237
2013m1,-.7589917
2013m2,-.8371577
2013m3,-.8163
2013m4,-.5291002
2013m5,-.3813061
2013m6,-.1387185
2013m7,-.0619455
2013m8,-.0330582
2013m9,-.349575
2013m10,-.5893003
2013m11,-.7074232
2013m12,-.5786843
2014m1,-.3532174
2014m2,-.5605054
2014m3,-.8515842
2014m4,-.7490086
2014m5,-.2697184
2014m6,.4716811
2014m7,1.036658
2014m8,1.236696
2014m9,.8583836
2014m10,-.0409683
2014m11,-.7080082
2014m12,-.9082915
2015m1,-.6320816
2015m2,-.3921199
2015m3,-.3446866
2015m4,-.2073904
2015m5,.020808
2015m6,.7680718
2015m7,1.51094
2015m8,1.355569
2015m9,.6758386
2015m10,-.0545903
2015m11,-.7397537
2015m12,-.7609425
2016m1,-.2979485
2016m2,.0340845
2016m3,.3438855
2016m4,.8289971
