date,cat_spirituality
2011m1,.9838986
2011m2,.754764
2011m3,.3825167
2011m4,.3199548
2011m5,.0523774
2011m6,-.2761334
2011m7,-.5665102
2011m8,-.3376355
2011m9,.6073401
2011m10,.8343791
2011m11,.4168234
2011m12,-.1699677
2012m1,-.587925
2012m2,-.8377552
2012m3,-1.012894
2012m4,-.8923779
2012m5,-.9210702
2012m6,-1.333029
2012m7,-1.226182
2012m8,-.536876
2012m9,.2183423
2012m10,.6179311
2012m11,.7403303
2012m12,.6301491
2013m1,.4166675
2013m2,.2611502
2013m3,.1261296
2013m4,-.1202962
2013m5,-.5673264
2013m6,-.9025405
2013m7,-1.017435
2013m8,-.8411648
2013m9,-.3237852
2013m10,-.0090024
2013m11,-.1610724
2013m12,-.256117
2014m1,-.1325618
2014m2,.0929802
2014m3,.2228233
2014m4,.222607
2014m5,-.3733401
2014m6,-.9735298
2014m7,-1.13217
2014m8,-.7084154
2014m9,-.0065413
2014m10,.5819712
2014m11,.7561922
2014m12,.5381057
2015m1,.2291316
2015m2,.2851902
2015m3,.3390916
2015m4,.243731
2015m5,-.3808126
2015m6,-.6565222
2015m7,-.6360613
2015m8,-.0814187
2015m9,.6266301
2015m10,1.019302
2015m11,1.018512
2015m12,.7330492
2016m1,.7046162
2016m2,.6541796
2016m3,.7640231
2016m4,1.583577
