date,swb_happiness
2011m1,-1.205835
2011m2,-.2629546
2011m3,.430572
2011m4,.7443841
2011m5,.6567828
2011m6,.2355188
2011m7,-.0879462
2011m8,-.4685805
2011m9,-.5742368
2011m10,-.1699414
2011m11,.3573623
2011m12,.3613834
2012m1,.0225081
2012m2,-.1535168
2012m3,-.1662986
2012m4,.1060842
2012m5,.5651793
2012m6,.8041136
2012m7,.7364908
2012m8,.0314174
2012m9,-.3093768
2012m10,-.0106416
2012m11,.3112898
2012m12,.1967559
2013m1,-.2931208
2013m2,-.2994307
2013m3,.0267736
2013m4,.4533308
2013m5,1.065895
2013m6,1.352658
2013m7,1.023418
2013m8,.2972691
2013m9,-.1505663
2013m10,.0844631
2013m11,.3763061
2013m12,.3688604
2014m1,-.0097391
2014m2,-.0129872
2014m3,.0953866
2014m4,.4980997
2014m5,.939176
2014m6,.7316272
2014m7,.3438287
2014m8,-.0608407
2014m9,-.2392472
2014m10,.2849064
2014m11,.812582
2014m12,.9847617
2015m1,.5414134
2015m2,.461408
2015m3,.7254786
2015m4,1.125504
2015m5,1.427263
2015m6,1.341152
2015m7,.8921449
2015m8,.3165241
2015m9,.253506
2015m10,.9472646
2015m11,1.617208
2015m12,1.751155
2016m1,1.410366
2016m2,1.379991
2016m3,1.347934
2016m4,1.645676
