date,swb_happiness
2008m1,.2399471
2008m2,.5673784
2008m3,.7440454
2008m4,.7758417
2008m5,.5244401
2008m6,.2802261
2008m7,.0053399
2008m8,-.2433554
2008m9,-.5887295
2008m10,-1.159016
2008m11,-1.812218
2008m12,-2.195405
2009m1,-2.746118
2009m2,-2.751037
2009m3,-2.522361
2009m4,-2.164228
2009m5,-1.849928
2009m6,-1.603205
2009m7,-1.409703
2009m8,-1.377631
2009m9,-1.446756
2009m10,-1.640896
2009m11,-1.839682
2009m12,-2.058314
2010m1,-1.994253
2010m2,-1.296848
2010m3,-.7967709
2010m4,-.727618
2010m5,-.8602183
2010m6,-1.163142
2010m7,-1.521733
2010m8,-1.691515
2010m9,-1.302723
2010m10,-.7269777
2010m11,-.5371705
2010m12,-.5789495
2011m1,-.5891008
2011m2,-.2410678
2011m3,-.101601
2011m4,-.1858149
2011m5,-.3767278
2011m6,-.6144502
2011m7,-.8067808
2011m8,-.790965
2011m9,-.5601802
2011m10,-.2497287
2011m11,.0043379
2011m12,-.0961382
2012m1,-.4109394
2012m2,-.344079
2012m3,.0467658
2012m4,.1400518
2012m5,-.0731956
2012m6,-.3599312
2012m7,-.5884258
2012m8,-.6966733
2012m9,-.5531126
2012m10,-.3464189
2012m11,-.2651639
2012m12,-.3351245
2013m1,-.5598328
2013m2,-.380496
2013m3,-.133834
2013m4,.006906
2013m5,.1433914
2013m6,.2338213
2013m7,.1022129
2013m8,-.0529203
2013m9,-.0494425
2013m10,.0288842
2013m11,.0699486
2013m12,-.0721738
2014m1,-.3798312
2014m2,-.2559846
2014m3,-.0077514
2014m4,.1466324
2014m5,.2074686
2014m6,.0216511
2014m7,-.0606158
2014m8,.0568792
2014m9,.3845505
2014m10,.6998132
2014m11,.9136205
2014m12,.797057
2015m1,.6380414
2015m2,.6777365
2015m3,.7187819
2015m4,.599766
2015m5,.4309902
2015m6,.1857021
2015m7,-.0167554
2015m8,.0325329
2015m9,.3195109
2015m10,.5851518
2015m11,.7197406
2015m12,.658097
2016m1,.4485999
2016m2,.5075337
2016m3,.7694591
2016m4,1.096076
