health_conditions_f
.6011895
1.236184
2.293845
1.564845
.9863537
.3602218
.4499314
-.9041034
.7741958
1.53882
1.462405
.6455382
.370707
1.223612
1.48989
.9047508
.5793633
-.7041723
-.6672816
-1.462457
.0534001
1.418726
.8944102
-.5303301
-2.061391
.2845333
-.1156965
.561562
-.4197716
-.9553884
-.6003976
-1.147415
-.8802662
.6342481
.8428522
-.3685179
-1.418144
-.0570353
.0623658
.739174
-.452814
-1.320074
-1.113637
-.9086717
-1.219749
1.12066
-.068155
-.0223432
-1.259584
.1513627
.3380643
.4588004
-.5531024
-1.574588
-1.12749
-1.58241
-.5470268
