date,cat_civic_engagement
2008m1,.4230192
2008m2,.478909
2008m3,.2785714
2008m4,-.0140868
2008m5,-.5093266
2008m6,-.9256372
2008m7,-.9202391
2008m8,-.4420288
2008m9,.3980032
2008m10,.822047
2008m11,.8254774
2008m12,.5351793
2009m1,.2579171
2009m2,.230119
2009m3,.1770055
2009m4,-.0104497
2009m5,-.497831
2009m6,-.8836676
2009m7,-.7913674
2009m8,-.1614351
2009m9,.9444486
2009m10,1.496592
2009m11,1.627674
2009m12,1.315469
2010m1,1.224502
2010m2,1.336479
2010m3,1.65046
2010m4,1.689688
2010m5,1.148461
2010m6,.7158912
2010m7,.5859679
2010m8,.8541767
2010m9,1.499305
2010m10,1.725418
2010m11,1.452944
2010m12,.709116
2011m1,-.1077044
2011m2,-.3955638
2011m3,-.3979066
2011m4,-.4488975
2011m5,-.776976
2011m6,-.9620625
2011m7,-.7096289
2011m8,-.305627
2011m9,.2435294
2011m10,.3779027
2011m11,.1446582
2011m12,-.2364573
2012m1,-.3576508
2012m2,-.2024214
2012m3,-.1475547
2012m4,-.2656296
2012m5,-.7361264
2012m6,-1.066081
2012m7,-.9644513
2012m8,-.4761169
2012m9,.1888527
2012m10,.4363896
2012m11,.2171641
2012m12,-.1157906
2013m1,-.1077727
2013m2,.0446094
2013m3,-.0358507
2013m4,-.2649785
2013m5,-.8032946
2013m6,-1.190974
2013m7,-1.211457
2013m8,-.6952704
2013m9,.1571442
2013m10,.4717833
2013m11,.1641475
2013m12,-.196062
2014m1,-.3204874
2014m2,-.3430749
2014m3,-.4779915
2014m4,-.6657932
2014m5,-1.04686
2014m6,-1.301651
2014m7,-1.195553
2014m8,-.5665437
2014m9,.2134456
2014m10,.4279044
2014m11,.0717279
2014m12,-.3060466
2015m1,-.3033887
2015m2,-.0190097
2015m3,.1476522
2015m4,.0007685
2015m5,-.5923131
2015m6,-.9819711
2015m7,-.8729855
2015m8,-.2428344
2015m9,.5008107
2015m10,.3786124
2015m11,-.1480144
2015m12,-.5793843
2016m1,-.6920229
2016m2,-.4560924
2016m3,.0126983
2016m4,.8437546
