region,date,crime
Aquitaine,2013m1,-.081991009
Aquitaine,2013m2,.044849433
Aquitaine,2013m3,-.3971695
Aquitaine,2013m4,-.52356917
Aquitaine,2013m5,-.63618547
Aquitaine,2013m6,-.72926879
Aquitaine,2013m7,-1.0145324
Aquitaine,2013m8,-.87651479
Aquitaine,2013m9,-.028946918
Aquitaine,2013m10,-.22574295
Aquitaine,2013m11,-.30692753
Aquitaine,2013m12,-.39421642
Aquitaine,2014m1,.063457839
Aquitaine,2014m2,.099619001
Aquitaine,2014m3,.038127054
Aquitaine,2014m4,-.32261008
Aquitaine,2014m5,-.12708707
Aquitaine,2014m6,-.45043808
Aquitaine,2014m7,-.28147477
Aquitaine,2014m8,-.76351541
Aquitaine,2014m9,-.39320907
Aquitaine,2014m10,.18553454
Aquitaine,2014m11,-.10468923
Aquitaine,2014m12,-.78525782
Aquitaine,2015m1,.98503035
Aquitaine,2015m2,1.0477138
Aquitaine,2015m3,.90011585
Aquitaine,2015m4,-.12815161
Aquitaine,2015m5,.10184227
Aquitaine,2015m6,-.30582753
Aquitaine,2015m7,.00010643899
Aquitaine,2015m8,-.506975
Aquitaine,2015m9,.53966671
Aquitaine,2015m10,.41951808
Aquitaine,2015m11,1.9057788
Aquitaine,2015m12,.42992124
Aquitaine,2016m1,.79674911
Aquitaine,2016m2,.66656649
Aquitaine,2016m3,.25470981
Aquitaine,2016m4,-.069390967
Aquitaine,2016m5,.16047716
Aquitaine,2016m6,-.32365865
Aquitaine,2016m7,-.49716192
Aquitaine,2016m8,-.83771938
Aquitaine,2016m9,.82393897
Aquitaine,2016m10,.77747917
Aquitaine,2016m11,.16762994
Aquitaine,2016m12,-.23592377
Aquitaine,2017m1,.09675388
Aquitaine,2017m2,.48854417
Aquitaine,2017m3,.21458372
