date,cat_social_progress
2011m1,-1.155243
2011m2,-.7309399
2011m3,-.5012089
2011m4,-.5200592
2011m5,-.8261017
2011m6,-1.283635
2011m7,-1.537867
2011m8,-1.405171
2011m9,-.6989514
2011m10,-.0157191
2011m11,.1247362
2011m12,.0787594
2012m1,-.0466321
2012m2,.07555
2012m3,.1618631
2012m4,.0589995
2012m5,-.3400094
2012m6,-.9212002
2012m7,-1.291542
2012m8,-1.252914
2012m9,-.7957547
2012m10,-.3240507
2012m11,-.1994405
2012m12,-.2365901
2013m1,-.1738291
2013m2,-.1404862
2013m3,-.0607814
2013m4,-.1413578
2013m5,-.4793032
2013m6,-.8721601
2013m7,-1.017397
2013m8,-.7976412
2013m9,-.2145254
2013m10,.1679795
2013m11,.2102966
2013m12,.083864
2014m1,.0358171
2014m2,.3185511
2014m3,.4673991
2014m4,.3912313
2014m5,-.0289329
2014m6,-.6186385
2014m7,-.8376051
2014m8,-.3511521
2014m9,.6226414
2014m10,1.204378
2014m11,1.148837
2014m12,.7687148
2015m1,.5669853
2015m2,.8161451
2015m3,1.231737
2015m4,1.224523
2015m5,.6380285
2015m6,-.0889279
2015m7,-.4735925
2015m8,-.1119342
2015m9,.7308281
2015m10,1.278326
2015m11,1.407445
2015m12,1.214324
2016m1,1.159294
2016m2,1.382577
2016m3,1.524187
2016m4,1.397277
