date,cat_summer_leisure
2008m1,-1.025724
2008m2,-.5711558
2008m3,-.0167722
2008m4,.6706475
2008m5,1.202221
2008m6,1.418543
2008m7,1.152679
2008m8,.4807376
2008m9,-.3123491
2008m10,-.8886045
2008m11,-1.199394
2008m12,-1.25065
2009m1,-1.05236
2009m2,-.7229344
2009m3,-.2293624
2009m4,.3704814
2009m5,.8815805
2009m6,1.133677
2009m7,1.00357
2009m8,.5256706
2009m9,-.0599498
2009m10,-.4452019
2009m11,-.6882866
2009m12,-.7258304
2010m1,-.5178718
2010m2,-.146951
2010m3,.4859307
2010m4,1.284544
2010m5,2.012631
2010m6,2.37132
2010m7,2.146657
2010m8,1.357449
2010m9,.4124815
2010m10,-.4124145
2010m11,-.9071533
2010m12,-1.072967
2011m1,-.9618652
2011m2,-.6484867
2011m3,-.1525075
2011m4,.4653608
2011m5,1.042442
2011m6,1.402583
2011m7,1.29545
2011m8,.6934851
2011m9,-.0676689
2011m10,-.6862921
2011m11,-1.05662
2011m12,-1.126469
2012m1,-.9118953
2012m2,-.5466785
2012m3,-.0451178
2012m4,.5023493
2012m5,.9392622
2012m6,1.196782
2012m7,1.103869
2012m8,.5545508
2012m9,-.1867297
2012m10,-.802179
2012m11,-1.124492
2012m12,-1.167289
2013m1,-1.006771
2013m2,-.7241106
2013m3,-.3031223
2013m4,.2694947
2013m5,.7450979
2013m6,1.014655
2013m7,.9239376
2013m8,.4637028
2013m9,-.1883786
2013m10,-.7565844
2013m11,-1.165404
2013m12,-1.302206
2014m1,-1.196334
2014m2,-.9422485
2014m3,-.5114666
2014m4,.0577008
2014m5,.5886343
2014m6,.9676835
2014m7,.9235453
2014m8,.4696703
2014m9,-.2186417
2014m10,-.815551
2014m11,-1.170776
2014m12,-1.245363
2015m1,-1.072182
2015m2,-.7388504
2015m3,-.2070171
2015m4,.4482089
2015m5,1.020141
2015m6,1.353523
2015m7,1.31774
2015m8,.8115346
2015m9,.0598399
2015m10,-.6332501
2015m11,-1.055708
2015m12,-1.15283
2016m1,-.9785882
2016m2,-.6393195
2016m3,-.1621228
2016m4,.3749851
