region,date,protectionnisme
Limousin,2013m1,.96938044
Limousin,2013m2,.79725015
Limousin,2013m3,.47729948
Limousin,2013m4,.49912986
Limousin,2013m5,.39805597
Limousin,2013m6,-.091513559
Limousin,2013m7,-.54063797
Limousin,2013m8,-1.1368096
Limousin,2013m9,-.66148973
Limousin,2013m10,.034311686
Limousin,2013m11,-.34949926
Limousin,2013m12,-.43973622
Limousin,2014m1,.018166041
Limousin,2014m2,1.1199689
Limousin,2014m3,-.267847
Limousin,2014m4,-.17738035
Limousin,2014m5,-.34475014
Limousin,2014m6,-.85962951
Limousin,2014m7,-1.0765924
Limousin,2014m8,-.85672957
Limousin,2014m9,-.48002234
Limousin,2014m10,1.7625995
Limousin,2014m11,.50542253
Limousin,2014m12,-.22962195
Limousin,2015m1,-.041494831
Limousin,2015m2,.9905473
Limousin,2015m3,.81565177
Limousin,2015m4,1.0080671
Limousin,2015m5,-.405579
Limousin,2015m6,-.27062634
Limousin,2015m7,-.35148823
Limousin,2015m8,-.72326124
Limousin,2015m9,.42704037
Limousin,2015m10,-.077283785
Limousin,2015m11,.42342716
Limousin,2015m12,-.38280067
Limousin,2016m1,.11857837
Limousin,2016m2,.55643851
Limousin,2016m3,.72515982
Limousin,2016m4,-.075204916
Limousin,2016m5,-.099038988
Limousin,2016m6,-.40427434
Limousin,2016m7,-.9228822
Limousin,2016m8,-1.0501769
Limousin,2016m9,-.074295633
Limousin,2016m10,.57192075
Limousin,2016m11,.60897613
Limousin,2016m12,-.17821001
Limousin,2017m1,.37089977
Limousin,2017m2,.2894159
Limousin,2017m3,-.33071846
