date,swb_stress
2011m1,-.5526689
2011m2,-.2761972
2011m3,-.2610449
2011m4,-.3819709
2011m5,-.6853272
2011m6,-.7434509
2011m7,-.3001471
2011m8,.3883362
2011m9,.5763664
2011m10,.4527056
2011m11,.025896
2011m12,-.1486529
2012m1,.0231655
2012m2,.1085193
2012m3,-.143464
2012m4,-.4462488
2012m5,-.7644674
2012m6,-1.086944
2012m7,-.9779328
2012m8,-.3659893
2012m9,.4942594
2012m10,1.075985
2012m11,.8918844
2012m12,.1232017
2013m1,-.6281748
2013m2,-1.122571
2013m3,-1.473122
2013m4,-1.716987
2013m5,-1.816234
2013m6,-1.898785
2013m7,-1.641451
2013m8,-1.080569
2013m9,-.9046673
2013m10,-.9459786
2013m11,-1.248627
2013m12,-1.371935
2014m1,-1.176904
2014m2,-1.25505
2014m3,-1.446293
2014m4,-1.507698
2014m5,-1.588539
2014m6,-1.596027
2014m7,-1.364816
2014m8,-.9001146
2014m9,-.7478919
2014m10,-.8424155
2014m11,-1.326103
2014m12,-1.554338
2015m1,-1.393981
2015m2,-1.307518
2015m3,-1.464078
2015m4,-1.705552
2015m5,-1.903443
2015m6,-2.063525
2015m7,-2.120527
2015m8,-1.644868
2015m9,-1.198503
2015m10,-1.103479
2015m11,-1.669491
2015m12,-2.116759
2016m1,-1.973983
2016m2,-1.524407
2016m3,-1.319961
2016m4,-1.336934
