region,date,recherche_emploi
Rhone-Alpes,2013m1,.7154671
Rhone-Alpes,2013m2,.60719043
Rhone-Alpes,2013m3,.87710327
Rhone-Alpes,2013m4,-.30029544
Rhone-Alpes,2013m5,-.21585992
Rhone-Alpes,2013m6,.082575463
Rhone-Alpes,2013m7,-1.0970072
Rhone-Alpes,2013m8,-1.6633136
Rhone-Alpes,2013m9,.64143002
Rhone-Alpes,2013m10,.33651486
Rhone-Alpes,2013m11,-.19607101
Rhone-Alpes,2013m12,-1.1819392
Rhone-Alpes,2014m1,.74804133
Rhone-Alpes,2014m2,.97786242
Rhone-Alpes,2014m3,1.1875522
Rhone-Alpes,2014m4,.28088647
Rhone-Alpes,2014m5,.46683109
Rhone-Alpes,2014m6,-.039987259
Rhone-Alpes,2014m7,-1.0197141
Rhone-Alpes,2014m8,-.89404017
Rhone-Alpes,2014m9,1.5568061
Rhone-Alpes,2014m10,.82368541
Rhone-Alpes,2014m11,.5855974
Rhone-Alpes,2014m12,-1.2413996
Rhone-Alpes,2015m1,.63705599
Rhone-Alpes,2015m2,1.1036732
Rhone-Alpes,2015m3,1.5384977
Rhone-Alpes,2015m4,.10135555
Rhone-Alpes,2015m5,.23631892
Rhone-Alpes,2015m6,.52356201
Rhone-Alpes,2015m7,-1.2176847
Rhone-Alpes,2015m8,-1.139367
Rhone-Alpes,2015m9,.88038647
Rhone-Alpes,2015m10,.37809503
Rhone-Alpes,2015m11,.46517444
Rhone-Alpes,2015m12,-1.2775407
Rhone-Alpes,2016m1,.78836477
Rhone-Alpes,2016m2,.48500702
Rhone-Alpes,2016m3,.64003265
Rhone-Alpes,2016m4,-.1171221
Rhone-Alpes,2016m5,-.16497147
Rhone-Alpes,2016m6,-.52182865
Rhone-Alpes,2016m7,-1.674765
Rhone-Alpes,2016m8,-1.7015535
Rhone-Alpes,2016m9,.3715387
Rhone-Alpes,2016m10,-.32931307
Rhone-Alpes,2016m11,-.5502376
Rhone-Alpes,2016m12,-1.5504254
Rhone-Alpes,2017m1,-.30939791
Rhone-Alpes,2017m2,.11092635
Rhone-Alpes,2017m3,.53592122
