date,cat_healthy_habits
2008m1,-.2509584
2008m2,-.6383941
2008m3,-.8006061
2008m4,-.8613796
2008m5,-1.032827
2008m6,-1.268235
2008m7,-1.281579
2008m8,-1.218379
2008m9,-.9931289
2008m10,-.9358581
2008m11,-1.066179
2008m12,-1.186655
2009m1,-1.049765
2009m2,-.7675238
2009m3,-.5408742
2009m4,-.6227824
2009m5,-.8792918
2009m6,-.8392682
2009m7,-.7392769
2009m8,-.8454982
2009m9,-.8474299
2009m10,-.7501144
2009m11,-.9958819
2009m12,-1.190418
2010m1,-1.086872
2010m2,-1.081487
2010m3,-1.196519
2010m4,-1.341308
2010m5,-1.422824
2010m6,-1.483626
2010m7,-1.660144
2010m8,-1.868716
2010m9,-1.998349
2010m10,-1.950241
2010m11,-1.633672
2010m12,-1.078654
2011m1,-.1736872
2011m2,.3628395
2011m3,.5446452
2011m4,.5148584
2011m5,.386788
2011m6,.3961911
2011m7,.3785409
2011m8,.2554263
2011m9,.2052891
2011m10,.3231714
2011m11,.368223
2011m12,.4377757
2012m1,.6820367
2012m2,.880298
2012m3,1.038044
2012m4,1.005966
2012m5,.8100334
2012m6,.4993025
2012m7,.5378104
2012m8,.5435528
2012m9,.4156669
2012m10,.3842268
2012m11,.4462242
2012m12,.5605929
2013m1,.7580262
2013m2,.7634728
2013m3,.843075
2013m4,.7683958
2013m5,.6697827
2013m6,.5295165
2013m7,.3269021
2013m8,.1477883
2013m9,.0650228
2013m10,.1512364
2013m11,.1615326
2013m12,.2876469
2014m1,.5403331
2014m2,.6579834
2014m3,.7142289
2014m4,.7930204
2014m5,.7295464
2014m6,.6612238
2014m7,.4956816
2014m8,.1692879
2014m9,-.0664012
2014m10,-.1107335
2014m11,-.0134557
2014m12,.2385515
2015m1,.7391389
2015m2,1.110684
2015m3,1.247804
2015m4,1.163993
2015m5,1.060129
2015m6,1.202659
2015m7,1.194233
2015m8,.9249586
2015m9,.6334793
2015m10,.5283576
2015m11,.7837073
2015m12,1.151726
2016m1,1.540104
2016m2,1.684692
2016m3,1.479762
2016m4,.873805
