date,swb_stress
2011m1,-.810411
2011m2,-.4375992
2011m3,-.2308822
2011m4,-.1543536
2011m5,-.2324333
2011m6,-.0135461
2011m7,.1023827
2011m8,.5838009
2011m9,.4372785
2011m10,.4526364
2011m11,.5715046
2011m12,.5985968
2012m1,.6386998
2012m2,.70305
2012m3,.2926885
2012m4,-.2196388
2012m5,-1.043932
2012m6,-1.359584
2012m7,-.7341377
2012m8,-.1074562
2012m9,.3998617
2012m10,.8832024
2012m11,.7891831
2012m12,.2316611
2013m1,-.2677202
2013m2,-.7630661
2013m3,-1.144696
2013m4,-1.188008
2013m5,-1.034476
2013m6,-.8068973
2013m7,-.7007418
2013m8,-.3684583
2013m9,-.3205545
2013m10,-.6098439
2013m11,-1.201988
2013m12,-1.258902
2014m1,-.916141
2014m2,-.8374836
2014m3,-1.141883
2014m4,-1.558035
2014m5,-1.894403
2014m6,-1.635163
2014m7,-1.187582
2014m8,-.7863154
2014m9,-.4291105
2014m10,-.473807
2014m11,-.7423166
2014m12,-.7311718
2015m1,-.1757927
2015m2,.1806956
2015m3,.1044429
2015m4,-.224063
2015m5,-.6736551
2015m6,-.8322867
2015m7,-.775477
2015m8,-.3253408
2015m9,.0737188
2015m10,.2175257
2015m11,-.0341748
2015m12,-.4964865
2016m1,-.7899973
2016m2,-.4900267
2016m3,-.0063411
2016m4,.6618687
