date,cat_social_progress
2008m1,-.5963501
2008m2,-.3297217
2008m3,-.1967931
2008m4,-.2140703
2008m5,-.4718548
2008m6,-.8723671
2008m7,-1.142311
2008m8,-1.158174
2008m9,-.8802893
2008m10,-.6231847
2008m11,-.6501631
2008m12,-.7810552
2009m1,-.7631732
2009m2,-.6427312
2009m3,-.5541312
2009m4,-.6281133
2009m5,-.8078495
2009m6,-1.093691
2009m7,-1.280994
2009m8,-1.213513
2009m9,-.9572036
2009m10,-.7970269
2009m11,-.8001121
2009m12,-.9233193
2010m1,-.8772907
2010m2,-.6649065
2010m3,-.5455137
2010m4,-.6388002
2010m5,-.8920318
2010m6,-1.319068
2010m7,-1.59456
2010m8,-1.570708
2010m9,-1.339675
2010m10,-1.145949
2010m11,-1.035989
2010m12,-.8543487
2011m1,-.4195514
2011m2,-.0608333
2011m3,.0898851
2011m4,.0010363
2011m5,-.2671488
2011m6,-.6774288
2011m7,-.8966364
2011m8,-.7840397
2011m9,-.4526317
2011m10,-.2246745
2011m11,-.2063705
2011m12,-.2415097
2012m1,-.100367
2012m2,.1148295
2012m3,.2258663
2012m4,.1897013
2012m5,.0308478
2012m6,-.3926775
2012m7,-.608288
2012m8,-.4621245
2012m9,-.109171
2012m10,.0401956
2012m11,-.0534191
2012m12,-.1412358
2013m1,.0026948
2013m2,.2988322
2013m3,.4893332
2013m4,.4997669
2013m5,.2288257
2013m6,-.234413
2013m7,-.339944
2013m8,-.0294815
2013m9,.4779833
2013m10,.7066967
2013m11,.5946946
2013m12,.553225
2014m1,.7531229
2014m2,1.058315
2014m3,1.126468
2014m4,1.083427
2014m5,.8281661
2014m6,.2994764
2014m7,.1257613
2014m8,.475899
2014m9,1.124223
2014m10,1.430805
2014m11,1.360954
2014m12,1.256479
2015m1,1.379342
2015m2,1.577479
2015m3,1.631206
2015m4,1.483104
2015m5,1.128677
2015m6,.6234735
2015m7,.4309176
2015m8,.7441608
2015m9,1.295331
2015m10,1.561015
2015m11,1.50223
2015m12,1.436495
2016m1,1.692644
2016m2,1.999404
2016m3,1.957932
2016m4,1.648058
