date,swb_happiness
2008m1,.2837421
2008m2,.6993684
2008m3,.7952744
2008m4,1.081273
2008m5,1.186774
2008m6,1.173753
2008m7,.9434627
2008m8,.3275267
2008m9,-.4550717
2008m10,-.7836947
2008m11,-1.178673
2008m12,-1.782686
2009m1,-2.415741
2009m2,-2.786753
2009m3,-2.476717
2009m4,-1.573206
2009m5,-.8020483
2009m6,-.4822221
2009m7,-.3927102
2009m8,-.4914948
2009m9,-.7696332
2009m10,-.7137577
2009m11,-.7841644
2009m12,-.6745054
2010m1,-.712747
2010m2,-.6274334
2010m3,-.4531553
2010m4,-.1355953
2010m5,-.0185278
2010m6,-.2692671
2010m7,-.4512859
2010m8,-.3654448
2010m9,-.2855478
2010m10,-.0684503
2010m11,.2608964
2010m12,.2529692
2011m1,.2309675
2011m2,.3286619
2011m3,.6297422
2011m4,.9295838
2011m5,.9669299
2011m6,.8111658
2011m7,.6064515
2011m8,.3922106
2011m9,.303209
2011m10,.351875
2011m11,.5122548
2011m12,.6656931
2012m1,.7721104
2012m2,1.024879
2012m3,1.40232
2012m4,1.506902
2012m5,1.404912
2012m6,.9198822
2012m7,.3978645
2012m8,.0984556
2012m9,-.0162464
2012m10,.221303
2012m11,.3283227
2012m12,.2397231
2013m1,-.0407947
2013m2,.0753284
2013m3,.396824
2013m4,.6969264
2013m5,.8075967
2013m6,.7539251
2013m7,.7358513
2013m8,.5502394
2013m9,.4035658
2013m10,.4863605
2013m11,.6114517
2013m12,.4437698
2014m1,.0077956
2014m2,.0240953
2014m3,.3324593
2014m4,.8163025
2014m5,1.093313
2014m6,.9072887
2014m7,.6919629
2014m8,.4451813
2014m9,.4087055
2014m10,.6898268
2014m11,.8947211
2014m12,.781326
2015m1,.4712145
2015m2,.5461047
2015m3,.6096478
2015m4,.7642863
2015m5,1.04831
2015m6,1.24983
2015m7,1.281001
2015m8,1.023806
2015m9,.7887321
2015m10,.9364439
2015m11,1.162054
2015m12,1.31887
2016m1,1.200388
2016m2,1.169663
2016m3,1.058164
2016m4,1.128986
