date,cat_healthy_habits
2011m1,1.366454
2011m2,1.082175
2011m3,.9290145
2011m4,.9027869
2011m5,.9407836
2011m6,.8440809
2011m7,.7410678
2011m8,.6440927
2011m9,.4708217
2011m10,.3818613
2011m11,.3697323
2011m12,.4898301
2012m1,.8282406
2012m2,1.070069
2012m3,1.268414
2012m4,1.347651
2012m5,1.341309
2012m6,1.242255
2012m7,1.11288
2012m8,.9010647
2012m9,.6543731
2012m10,.4877233
2012m11,.4926795
2012m12,.6820888
2013m1,1.156064
2013m2,1.528514
2013m3,1.748962
2013m4,1.690726
2013m5,1.274293
2013m6,.6347408
2013m7,-.1811311
2013m8,-.7417354
2013m9,-1.064631
2013m10,-1.184714
2013m11,-1.14407
2013m12,-.9227403
2014m1,-.6155425
2014m2,-.5309721
2014m3,-.6114488
2014m4,-.6909033
2014m5,-.8064966
2014m6,-.9902027
2014m7,-1.04594
2014m8,-1.05337
2014m9,-1.103699
2014m10,-1.21725
2014m11,-1.262711
2014m12,-1.193617
2015m1,-1.0132
2015m2,-.8645442
2015m3,-.7200105
2015m4,-.5817862
2015m5,-.4228593
2015m6,-.3835647
2015m7,-.4953042
2015m8,-.6557801
2015m9,-.8651433
2015m10,-1.117302
2015m11,-1.244692
2015m12,-1.123706
2016m1,-.8917959
2016m2,-.7505481
2016m3,-.6571703
2016m4,-.4761664
