date,cat_family_stress
2008m1,-1.472545
2008m2,-1.354286
2008m3,-1.244739
2008m4,-.8580674
2008m5,-.4294258
2008m6,.1427937
2008m7,.7140982
2008m8,.693365
2008m9,.1645823
2008m10,-.6451945
2008m11,-1.13232
2008m12,-1.148535
2009m1,-.9742525
2009m2,-1.030046
2009m3,-1.016431
2009m4,-.8338407
2009m5,-.4482818
2009m6,.1021239
2009m7,.5230402
2009m8,.6886364
2009m9,.5844291
2009m10,.6934023
2009m11,.8105132
2009m12,1.024109
2010m1,.9448808
2010m2,.6470158
2010m3,.7755992
2010m4,1.062487
2010m5,1.719587
2010m6,2.533271
2010m7,2.736831
2010m8,2.684961
2010m9,1.938573
2010m10,1.128171
2010m11,.8915699
2010m12,.5395758
2011m1,.1434665
2011m2,-.2149496
2011m3,-.3514529
2011m4,-.2922451
2011m5,-.0340502
2011m6,.4089212
2011m7,.8533375
2011m8,.882681
2011m9,.5036078
2011m10,.0885634
2011m11,-.2242325
2011m12,-.4029247
2012m1,-.3336549
2012m2,-.2457999
2012m3,-.1555987
2012m4,.0256863
2012m5,.3576689
2012m6,.6538579
2012m7,.763131
2012m8,.5355464
2012m9,.0872406
2012m10,-.4391219
2012m11,-.7635953
2012m12,-.9393126
2013m1,-.763961
2013m2,-.6588599
2013m3,-.5325392
2013m4,-.3835295
2013m5,-.1743712
2013m6,.0449252
2013m7,.2194827
2013m8,.0895342
2013m9,-.3802522
2013m10,-.9108772
2013m11,-1.23366
2013m12,-1.183905
2014m1,-.8934441
2014m2,-.7697686
2014m3,-.7104793
2014m4,-.5869498
2014m5,-.3787391
2014m6,-.1041871
2014m7,.0577887
2014m8,-.0012565
2014m9,-.2039028
2014m10,-.6388521
2014m11,-1.016404
2014m12,-.9258743
2015m1,-.5216601
2015m2,-.4080105
2015m3,-.3504641
2015m4,-.3503688
2015m5,-.1613454
2015m6,.4332995
2015m7,.7540587
2015m8,.6556292
2015m9,.098408
2015m10,-.1543884
2015m11,-.1404938
2015m12,-.0081891
2016m1,.1756158
2016m2,.2301646
2016m3,.0496357
2016m4,-.3242322
