health_conditions_f
.3284609
1.759226
1.030076
1.982758
-.5643505
-.8976532
-1.677487
-1.844904
.9019598
2.057422
.8394802
-.022127
.5427988
2.146439
1.687445
.5750924
-.167386
-.5578884
-.9525092
-.9945728
.8996158
1.768569
.3812909
-.6622839
-1.63264
.1348053
.0080554
1.21696
-.3595643
-.2404177
-.5075092
-1.869184
-.6051748
.3139189
.5550433
-.4879302
-.4461509
.366847
-.3556286
-.1599472
-.6373554
-.7720687
-.149849
-1.402933
.0151565
1.43657
.632415
-1.205959
-1.138324
-.0359353
-.4624234
.4738292
-.7641812
-.357809
-.1324609
-.6649626
.6753368
