region,date,terrorisme
Haute-Normandie,2013m1,-.55344164
Haute-Normandie,2013m2,-.34957796
Haute-Normandie,2013m3,-.51426983
Haute-Normandie,2013m4,-.44606739
Haute-Normandie,2013m5,-.46723369
Haute-Normandie,2013m6,-.57289505
Haute-Normandie,2013m7,-.19338289
Haute-Normandie,2013m8,-.28606915
Haute-Normandie,2013m9,-.49453968
Haute-Normandie,2013m10,-.40420312
Haute-Normandie,2013m11,-.47073543
Haute-Normandie,2013m12,-.54221487
Haute-Normandie,2014m1,-.50954509
Haute-Normandie,2014m2,-.55887055
Haute-Normandie,2014m3,-.58829856
Haute-Normandie,2014m4,-.50486177
Haute-Normandie,2014m5,-.35753509
Haute-Normandie,2014m6,-.50104213
Haute-Normandie,2014m7,-.37376541
Haute-Normandie,2014m8,-.35168654
Haute-Normandie,2014m9,-.30665907
Haute-Normandie,2014m10,-.13071311
Haute-Normandie,2014m11,-.28642592
Haute-Normandie,2014m12,.29997137
Haute-Normandie,2015m1,1.4542418
Haute-Normandie,2015m2,-.18246458
Haute-Normandie,2015m3,-.21593003
Haute-Normandie,2015m4,-.091368213
Haute-Normandie,2015m5,-.19733216
Haute-Normandie,2015m6,-.058270682
Haute-Normandie,2015m7,.1335419
Haute-Normandie,2015m8,.14606668
Haute-Normandie,2015m9,-.36063144
Haute-Normandie,2015m10,-.17887175
Haute-Normandie,2015m11,4.1202884
Haute-Normandie,2015m12,.20484678
Haute-Normandie,2016m1,.12709089
Haute-Normandie,2016m2,.16325748
Haute-Normandie,2016m3,.84671271
Haute-Normandie,2016m4,.10389675
Haute-Normandie,2016m5,-.12830371
Haute-Normandie,2016m6,.33521059
Haute-Normandie,2016m7,2.0685828
Haute-Normandie,2016m8,.37985155
Haute-Normandie,2016m9,.048167638
Haute-Normandie,2016m10,.0057856082
Haute-Normandie,2016m11,-.18974365
Haute-Normandie,2016m12,.17951071
Haute-Normandie,2017m1,.068021074
Haute-Normandie,2017m2,-.11319901
Haute-Normandie,2017m3,.24204016
