date,swb_sadness
2008m1,-.5447819
2008m2,-.6904688
2008m3,-.8478456
2008m4,-.9484397
2008m5,-.8934008
2008m6,-.8493726
2008m7,-.759841
2008m8,-.3663215
2008m9,.086287
2008m10,.7761213
2008m11,1.743236
2008m12,2.313081
2009m1,2.379416
2009m2,2.357266
2009m3,1.838332
2009m4,1.145037
2009m5,.4655361
2009m6,-.0365671
2009m7,-.4316853
2009m8,-.3369599
2009m9,.0549124
2009m10,.3887565
2009m11,.5432284
2009m12,.3724574
2010m1,.0160215
2010m2,-.3168171
2010m3,-.6273848
2010m4,-.9214705
2010m5,-1.046516
2010m6,-.9291182
2010m7,-.7625474
2010m8,-.6133824
2010m9,-.4469937
2010m10,-.3364247
2010m11,-.2077209
2010m12,-.0078537
2011m1,-.0903465
2011m2,-.1716941
2011m3,-.3106157
2011m4,-.5014098
2011m5,-.6295702
2011m6,-.4330021
2011m7,-.0195935
2011m8,.2813588
2011m9,.346432
2011m10,.2036528
2011m11,.1254572
2011m12,.0586347
2012m1,-.3904644
2012m2,-.8497042
2012m3,-1.142604
2012m4,-1.234398
2012m5,-1.118368
2012m6,-.7970554
2012m7,-.3943499
2012m8,-.0259961
2012m9,.4596108
2012m10,.9085492
2012m11,1.289311
2012m12,1.500762
2013m1,.8662073
2013m2,-.0197627
2013m3,-.7038519
2013m4,-1.022814
2013m5,-1.001023
2013m6,-.9360238
2013m7,-.9704285
2013m8,-.8471848
2013m9,-.7721581
2013m10,-.6244921
2013m11,-.2456178
2013m12,.13094
2014m1,.0314495
2014m2,-.2856138
2014m3,-.6418068
2014m4,-.9944885
2014m5,-1.172225
2014m6,-1.122644
2014m7,-1.039266
2014m8,-.8960242
2014m9,-.6937891
2014m10,-.4953085
2014m11,-.2655452
2014m12,-.3483686
2015m1,-.8442774
2015m2,-1.326667
2015m3,-1.709113
2015m4,-1.987182
2015m5,-2.062284
2015m6,-1.856684
2015m7,-1.504576
2015m8,-1.097761
2015m9,-.6473833
2015m10,-.2765947
2015m11,-.0791765
2015m12,-.2848546
2016m1,-.9631495
2016m2,-1.465319
2016m3,-1.574818
2016m4,-1.491809
