region,date,terrorisme
Alsace,2013m1,-.29010287
Alsace,2013m2,-.5403257
Alsace,2013m3,-.45926306
Alsace,2013m4,-.40495622
Alsace,2013m5,-.34913161
Alsace,2013m6,-.59453106
Alsace,2013m7,-.12956323
Alsace,2013m8,-.32005084
Alsace,2013m9,-.38154334
Alsace,2013m10,-.41338873
Alsace,2013m11,-.51342458
Alsace,2013m12,-.42530459
Alsace,2014m1,-.42406496
Alsace,2014m2,-.42395312
Alsace,2014m3,-.39690068
Alsace,2014m4,-.42204958
Alsace,2014m5,-.36824501
Alsace,2014m6,-.43525794
Alsace,2014m7,-.3625012
Alsace,2014m8,-.19759506
Alsace,2014m9,-.27784804
Alsace,2014m10,-.14813446
Alsace,2014m11,-.33000621
Alsace,2014m12,.16524459
Alsace,2015m1,1.1972975
Alsace,2015m2,-.1227443
Alsace,2015m3,-.24186295
Alsace,2015m4,.057928622
Alsace,2015m5,-.23834522
Alsace,2015m6,-.11642198
Alsace,2015m7,.042429525
Alsace,2015m8,-.049103428
Alsace,2015m9,-.2636933
Alsace,2015m10,-.24985707
Alsace,2015m11,4.2260046
Alsace,2015m12,.27925232
Alsace,2016m1,.15962973
Alsace,2016m2,.0036550714
Alsace,2016m3,1.0412856
Alsace,2016m4,-.037536584
Alsace,2016m5,-.26739457
Alsace,2016m6,.076222792
Alsace,2016m7,1.968467
Alsace,2016m8,.46023461
Alsace,2016m9,-.05565808
Alsace,2016m10,-.10857439
Alsace,2016m11,-.15863486
Alsace,2016m12,.0044733556
Alsace,2017m1,.070140757
Alsace,2017m2,.013015475
Alsace,2017m3,.21104319
