date,swb_worry
2011m1,.6965874
2011m2,.3315226
2011m3,-.3416515
2011m4,-.8059543
2011m5,-.9853958
2011m6,-.6264059
2011m7,-.1041411
2011m8,.4740922
2011m9,.8873641
2011m10,.9898643
2011m11,.6315291
2011m12,.3395559
2012m1,.3398958
2012m2,.4944836
2012m3,.2103524
2012m4,.0334435
2012m5,-.0050432
2012m6,.0994438
2012m7,.3208224
2012m8,.6604648
2012m9,.9875484
2012m10,1.151294
2012m11,.7638059
2012m12,.1378835
2013m1,-.2689422
2013m2,-.5119011
2013m3,-.737497
2013m4,-.9667039
2013m5,-.9684705
2013m6,-.730853
2013m7,-.432053
2013m8,-.4271088
2013m9,-.62972
2013m10,-.8953549
2013m11,-1.064807
2013m12,-1.15681
2014m1,-.9227172
2014m2,-.9133626
2014m3,-1.153665
2014m4,-1.31751
2014m5,-1.303806
2014m6,-1.381227
2014m7,-1.576347
2014m8,-1.559292
2014m9,-1.532989
2014m10,-1.649974
2014m11,-1.875129
2014m12,-1.991794
2015m1,-1.793609
2015m2,-1.511341
2015m3,-1.664544
2015m4,-1.867048
2015m5,-1.988228
2015m6,-1.86229
2015m7,-1.483599
2015m8,-1.135287
2015m9,-.9547193
2015m10,-.9060476
2015m11,-.7966174
2015m12,-.6297387
2016m1,-.7718346
2016m2,-1.157462
2016m3,-1.31769
2016m4,-1.143267
