stress
.134186
.6633396
.5296351
.0648202
-1.359573
-1.265426
-1.266219
.7390257
1.255608
2.358049
1.447628
.590833
.0738735
.372266
-.568177
-.716056
.0544073
-.1999721
-.4338152
.8617393
1.344635
2.558231
1.522878
1.160836
-1.10305
-.8082185
-.4931369
-.9323783
-1.154343
-1.151651
-.8913925
.2243537
1.659956
2.351159
1.53421
.8417797
.7185804
.6207186
-.8509237
.1816402
.0961113
-.548468
-.8737491
.2728367
1.644347
1.948542
.6079985
.2417719
-.6957793
.329887
.0762665
-.1859472
-.0180646
-1.394518
.1030413
1.083589
2.03208
