date,cat_spirituality
2008m1,.7413773
2008m2,.905471
2008m3,.722711
2008m4,.3639135
2008m5,-.2476683
2008m6,-.6689996
2008m7,-.7304259
2008m8,-.5462015
2008m9,-.0905815
2008m10,.2904566
2008m11,.387852
2008m12,.2884918
2009m1,.2183343
2009m2,.3204484
2009m3,.485085
2009m4,.4835434
2009m5,.0746099
2009m6,-.4044889
2009m7,-.6024514
2009m8,-.1407459
2009m9,.8890177
2009m10,1.905315
2009m11,2.209226
2009m12,1.742736
2010m1,1.373013
2010m2,1.482251
2010m3,1.6037
2010m4,1.663132
2010m5,1.290627
2010m6,.7842417
2010m7,.6034063
2010m8,.8902989
2010m9,1.500942
2010m10,1.895266
2010m11,1.689602
2010m12,1.203244
2011m1,.603449
2011m2,.4821376
2011m3,.3939682
2011m4,.143532
2011m5,-.343765
2011m6,-.7250509
2011m7,-.827992
2011m8,-.5024723
2011m9,-.0599623
2011m10,.1959037
2011m11,.1671504
2011m12,-.0886464
2012m1,-.1126835
2012m2,.0337293
2012m3,.1479129
2012m4,.0193799
2012m5,-.477446
2012m6,-.9238989
2012m7,-.8049626
2012m8,-.2877808
2012m9,.3132023
2012m10,.506556
2012m11,.3276324
2012m12,-.0535379
2013m1,-.3140786
2013m2,-.2308576
2013m3,-.1424778
2013m4,-.3500317
2013m5,-.7969832
2013m6,-1.191125
2013m7,-1.228032
2013m8,-.8126764
2013m9,-.2431668
2013m10,.062543
2013m11,.0096976
2013m12,-.2323188
2014m1,-.4165124
2014m2,-.3529204
2014m3,-.3400585
2014m4,-.5119193
2014m5,-.9881505
2014m6,-1.480396
2014m7,-1.580174
2014m8,-1.246723
2014m9,-.6893201
2014m10,-.3544175
2014m11,-.3684866
2014m12,-.4943943
2015m1,-.4025118
2015m2,-.151897
2015m3,-.0397505
2015m4,-.2538283
2015m5,-.8793746
2015m6,-1.561594
2015m7,-1.80058
2015m8,-1.527416
2015m9,-.914407
2015m10,-.4270849
2015m11,-.2004795
2015m12,-.2615769
2016m1,-.2442395
2016m2,-.0462525
2016m3,.0762412
2016m4,.2246254
