date,cat_health_conditions
2011m1,-.7924577
2011m2,.0015989
2011m3,.4766423
2011m4,.5096608
2011m5,.0770819
2011m6,-.7469206
2011m7,-1.336723
2011m8,-1.452193
2011m9,-1.096248
2011m10,-.6974182
2011m11,-.6303738
2011m12,-.7590296
2012m1,-.3501731
2012m2,.3004268
2012m3,.6554999
2012m4,.5094334
2012m5,.0343998
2012m6,-.7515484
2012m7,-1.101294
2012m8,-.9735142
2012m9,-.5184489
2012m10,-.2521493
2012m11,-.4165259
2012m12,-.7087952
2013m1,-.4910811
2013m2,.0655561
2013m3,.5124565
2013m4,.5938698
2013m5,.1595458
2013m6,-.6516297
2013m7,-1.064728
2013m8,-.8763223
2013m9,-.3041632
2013m10,.2135841
2013m11,.2192383
2013m12,-.0168261
2014m1,.2029768
2014m2,.6709653
2014m3,.8882688
2014m4,.8056697
2014m5,.3711372
2014m6,-.304759
2014m7,-.6576429
2014m8,-.5998735
2014m9,-.1285577
2014m10,.2788153
2014m11,.2393598
2014m12,.0576962
2015m1,.2668828
2015m2,.8589051
2015m3,1.205904
2015m4,1.051765
2015m5,.4872548
2015m6,-.2427799
2015m7,-.6379487
2015m8,-.5496085
2015m9,.0214891
2015m10,.5073172
2015m11,.5177675
2015m12,.3945572
2016m1,.6839167
2016m2,1.294378
2016m3,1.801303
2016m4,2.17441
