date,cat_civic_engagement
2011m1,.4908759
2011m2,.759133
2011m3,.7053216
2011m4,.4254114
2011m5,-.0376003
2011m6,-.4862758
2011m7,-.7482724
2011m8,-.4611525
2011m9,.277311
2011m10,.7404053
2011m11,.7996498
2011m12,.3942974
2012m1,.308086
2012m2,.3368372
2012m3,.1969491
2012m4,.0044258
2012m5,-.3749342
2012m6,-.7976081
2012m7,-.8687356
2012m8,-.4187296
2012m9,.3698394
2012m10,.6807684
2012m11,.3360143
2012m12,-.1707405
2013m1,-.1790691
2013m2,-.2023589
2013m3,-.5276032
2013m4,-.8897747
2013m5,-1.368057
2013m6,-1.659184
2013m7,-1.485799
2013m8,-.8822379
2013m9,-.0821586
2013m10,.3708408
2013m11,.2355646
2013m12,-.055941
2014m1,-.0182421
2014m2,.1297622
2014m3,.0811993
2014m4,-.1989914
2014m5,-.8363717
2014m6,-1.409709
2014m7,-1.49501
2014m8,-.9033206
2014m9,.0917052
2014m10,.6542732
2014m11,.6414797
2014m12,.4227471
2015m1,.5478562
2015m2,.855464
2015m3,.883015
2015m4,.5951837
2015m5,-.1306735
2015m6,-.7955263
2015m7,-1.010934
2015m8,-.5966592
2015m9,.2661547
2015m10,.6785239
2015m11,.6128861
2015m12,.4117734
2016m1,.6279806
2016m2,1.007445
2016m3,1.345195
2016m4,1.807294
