date,swb_learn
2008m1,-2.7546
2008m2,-1.426281
2008m3,-.2813384
2008m4,.4191324
2008m5,.5785756
2008m6,.3864488
2008m7,.1221681
2008m8,-.1849009
2008m9,-.3060869
2008m10,-.5452151
2008m11,-.8772698
2008m12,-1.275407
2009m1,-1.452885
2009m2,-1.023735
2009m3,-.2056391
2009m4,.4305727
2009m5,.6783828
2009m6,.7420416
2009m7,.6835206
2009m8,.7008395
2009m9,.9841344
2009m10,1.236377
2009m11,1.222277
2009m12,.9297633
2010m1,.6049458
2010m2,.7301664
2010m3,1.39597
2010m4,1.985783
2010m5,2.155353
2010m6,2.00698
2010m7,1.836076
2010m8,1.592585
2010m9,1.664812
2010m10,1.54196
2010m11,1.241742
2010m12,.7549704
2011m1,.0834762
2011m2,.1197547
2011m3,.5251013
2011m4,.9571216
2011m5,1.279051
2011m6,1.209473
2011m7,.8906872
2011m8,.5693719
2011m9,.6670742
2011m10,.8437241
2011m11,.8075779
2011m12,.5869315
2012m1,.5537596
2012m2,.8093531
2012m3,1.114845
2012m4,1.512308
2012m5,1.723957
2012m6,1.710637
2012m7,1.637594
2012m8,1.42458
2012m9,1.209774
2012m10,.8169852
2012m11,.4066552
2012m12,.1873441
2013m1,.1950301
2013m2,.6362742
2013m3,1.242422
2013m4,1.643011
2013m5,1.632814
2013m6,1.377413
2013m7,1.234506
2013m8,1.296395
2013m9,1.626576
2013m10,1.711136
2013m11,1.197714
2013m12,.5067679
2014m1,.0766478
2014m2,.1938749
2014m3,.7906978
2014m4,1.340385
2014m5,1.623507
2014m6,1.589546
2014m7,1.459393
2014m8,1.390758
2014m9,1.294502
2014m10,1.038853
2014m11,.5428833
2014m12,.1646809
2015m1,.0615788
2015m2,.4840781
2015m3,1.184697
2015m4,1.616175
2015m5,1.48693
2015m6,.9717111
2015m7,.5826676
2015m8,.6019169
2015m9,.8155305
2015m10,.7466461
2015m11,.424018
2015m12,.0159602
2016m1,-.1452056
2016m2,-.106899
2016m3,.0258237
2016m4,-.3355927
