date,swb_security
2008m1,-.4410672
2008m2,-.1547846
2008m3,.307527
2008m4,.8594547
2008m5,1.123487
2008m6,.9988264
2008m7,.6593013
2008m8,.1078145
2008m9,-.7421508
2008m10,-1.189556
2008m11,-.8776052
2008m12,-.5783959
2009m1,-.2264841
2009m2,.1052784
2009m3,.2441092
2009m4,.3604194
2009m5,.5133198
2009m6,.6679587
2009m7,.711341
2009m8,.552519
2009m9,.3575232
2009m10,.3170484
2009m11,.263112
2009m12,.2660076
2010m1,.2376341
2010m2,.2955277
2010m3,.2407445
2010m4,.5275159
2010m5,.8806956
2010m6,1.316795
2010m7,1.398447
2010m8,.9527218
2010m9,.5362069
2010m10,.3259774
2010m11,.3023717
2010m12,.1166514
2011m1,.219083
2011m2,.5563778
2011m3,.9132792
2011m4,1.179793
2011m5,1.444138
2011m6,1.362919
2011m7,1.117721
2011m8,.7424716
2011m9,.54558
2011m10,.4476521
2011m11,.6809276
2011m12,.958993
2012m1,1.31666
2012m2,1.731752
2012m3,2.006429
2012m4,2.198711
2012m5,2.361741
2012m6,2.366541
2012m7,2.17605
2012m8,1.863286
2012m9,1.514572
2012m10,1.303946
2012m11,1.125728
2012m12,.979412
2013m1,1.100798
2013m2,1.485282
2013m3,1.935222
2013m4,2.215583
2013m5,2.30812
2013m6,2.284926
2013m7,2.183842
2013m8,1.972903
2013m9,1.588655
2013m10,1.332741
2013m11,1.310173
2013m12,1.407875
2014m1,1.584059
2014m2,1.891177
2014m3,2.194465
2014m4,2.498095
2014m5,2.695108
2014m6,2.58467
2014m7,2.405627
2014m8,2.30291
2014m9,2.166814
2014m10,2.152141
2014m11,2.16811
2014m12,2.096818
2015m1,2.07633
2015m2,2.123906
2015m3,2.107758
2015m4,2.100318
2015m5,2.262264
2015m6,2.282237
2015m7,2.077809
2015m8,1.839154
2015m9,1.670467
2015m10,1.610135
2015m11,1.658694
2015m12,1.79399
2016m1,2.180074
2016m2,2.440865
2016m3,2.51697
2016m4,2.364316
