date,swb_learn
2011m1,.3427279
2011m2,.1681334
2011m3,.1127912
2011m4,.129936
2011m5,.0396428
2011m6,-.0365014
2011m7,.0601511
2011m8,.2878584
2011m9,.271682
2011m10,.3078741
2011m11,.1056551
2011m12,-.0621981
2012m1,-.030409
2012m2,.1278782
2012m3,.3080842
2012m4,.3083142
2012m5,.1643275
2012m6,.0399203
2012m7,-.0160487
2012m8,.0743605
2012m9,.443078
2012m10,.627853
2012m11,.5394771
2012m12,.1116627
2013m1,-.1879565
2013m2,-.3318852
2013m3,-.2626953
2013m4,-.2720508
2013m5,-.1440846
2013m6,-.0900937
2013m7,-.3142197
2013m8,-.4334179
2013m9,-.3929479
2013m10,-.5652897
2013m11,-.8733457
2013m12,-1.020947
2014m1,-.9841653
2014m2,-.9099489
2014m3,-.8930418
2014m4,-1.02734
2014m5,-1.113765
2014m6,-1.309557
2014m7,-1.517064
2014m8,-1.744845
2014m9,-1.862881
2014m10,-1.962093
2014m11,-2.082762
2014m12,-2.0302
2015m1,-1.816556
2015m2,-1.754582
2015m3,-1.648351
2015m4,-1.597201
2015m5,-1.724381
2015m6,-1.929851
2015m7,-2.207955
2015m8,-2.344081
2015m9,-2.262516
2015m10,-2.111635
2015m11,-2.110765
2015m12,-2.237733
2016m1,-2.093621
2016m2,-1.773114
2016m3,-1.3638
2016m4,-.8124166
