region,date,protectionnisme
Bourgogne,2013m1,-.0036627054
Bourgogne,2013m2,-.015341401
Bourgogne,2013m3,-.0070103975
Bourgogne,2013m4,-.31389105
Bourgogne,2013m5,-.41901842
Bourgogne,2013m6,.1058188
Bourgogne,2013m7,-.93864632
Bourgogne,2013m8,-.99568903
Bourgogne,2013m9,.66512746
Bourgogne,2013m10,.55636299
Bourgogne,2013m11,.81518972
Bourgogne,2013m12,-.55629033
Bourgogne,2014m1,.5159542
Bourgogne,2014m2,.099401861
Bourgogne,2014m3,-.3051064
Bourgogne,2014m4,-.19593483
Bourgogne,2014m5,-.25179985
Bourgogne,2014m6,-.38697416
Bourgogne,2014m7,-.91431063
Bourgogne,2014m8,-.38352942
Bourgogne,2014m9,.40363273
Bourgogne,2014m10,-.20393151
Bourgogne,2014m11,.32973704
Bourgogne,2014m12,-.14666909
Bourgogne,2015m1,.454835
Bourgogne,2015m2,.17136839
Bourgogne,2015m3,.151595
Bourgogne,2015m4,.071313262
Bourgogne,2015m5,-.4379223
Bourgogne,2015m6,.048590541
Bourgogne,2015m7,-.8771618
Bourgogne,2015m8,-.41180184
Bourgogne,2015m9,.93606311
Bourgogne,2015m10,.93658364
Bourgogne,2015m11,1.0012013
Bourgogne,2015m12,.49081877
Bourgogne,2016m1,.37632129
Bourgogne,2016m2,.49434382
Bourgogne,2016m3,.44811866
Bourgogne,2016m4,.19357932
Bourgogne,2016m5,.12298727
Bourgogne,2016m6,.32657543
Bourgogne,2016m7,-1.3114223
Bourgogne,2016m8,-.74922538
Bourgogne,2016m9,-.19884367
Bourgogne,2016m10,-.24241659
Bourgogne,2016m11,.7100907
Bourgogne,2016m12,.27997816
Bourgogne,2017m1,-.2720902
Bourgogne,2017m2,.24164349
Bourgogne,2017m3,-.038027961
