date,cat_civic_engagement
2011m1,-.1828038
2011m2,.2803788
2011m3,.4709663
2011m4,.3696873
2011m5,-.0553742
2011m6,-.6838607
2011m7,-1.110436
2011m8,-.8549958
2011m9,.0585713
2011m10,.696701
2011m11,.833759
2011m12,.4158499
2012m1,.2193461
2012m2,.2853656
2012m3,.41499
2012m4,.4193547
2012m5,.0440085
2012m6,-.488851
2012m7,-.6619692
2012m8,-.3537388
2012m9,.3279037
2012m10,.6014675
2012m11,.4752454
2012m12,.0164659
2013m1,-.0941351
2013m2,-.024778
2013m3,.0036843
2013m4,-.1141255
2013m5,-.521539
2013m6,-1.11599
2013m7,-1.426028
2013m8,-1.148594
2013m9,-.3180926
2013m10,.3339742
2013m11,.2205333
2013m12,-.2863531
2014m1,-.4532835
2014m2,-.3741399
2014m3,-.2241328
2014m4,-.1889989
2014m5,-.596913
2014m6,-1.241668
2014m7,-1.61374
2014m8,-1.311599
2014m9,-.5405015
2014m10,.0262887
2014m11,.0833436
2014m12,.0314307
2015m1,.1385959
2015m2,.3110746
2015m3,.6439717
2015m4,.5304307
2015m5,.0477737
2015m6,-.4114814
2015m7,-.7434465
2015m8,-.4883135
2015m9,.5253884
2015m10,1.260109
2015m11,1.407688
2015m12,1.237096
2016m1,.9948883
2016m2,.9510664
2016m3,1.230007
2016m4,1.722476
