family_life_f
-1.262591
-.8069364
-1.285918
-1.588828
-2.78121
-3.431221
-.8427575
1.197609
.0870121
.9393321
-.3196864
.528924
.1797347
-.2269318
-1.423207
-.9129692
-.5965518
-.3649657
.5238138
1.877954
-.1267022
-.7627009
-.7653787
-1.259862
.8869594
.948937
-.4163755
-.0378918
-.2239919
-.4521902
.5118785
.67544
.7084206
1.113727
.4961407
.1068285
.9700738
.728695
.9226162
.6507224
-.3064318
1.009901
.1926825
.3184131
1.473893
.8795092
-.4802099
-.2653966
.1327311
.1300149
-.0461747
.3377967
.4038665
-.8678999
.3160031
1.360161
1.245188
