date,swb_respect
2011m1,.1412324
2011m2,.467189
2011m3,.6247786
2011m4,.7241499
2011m5,.5558197
2011m6,.01069
2011m7,-.368365
2011m8,-.4877228
2011m9,-.1672442
2011m10,.6156424
2011m11,1.174747
2011m12,.9076473
2012m1,.3997417
2012m2,.1809805
2012m3,.0701131
2012m4,.1407803
2012m5,.1031768
2012m6,.0814452
2012m7,-.0852941
2012m8,.0709234
2012m9,.4638836
2012m10,1.056862
2012m11,1.655688
2012m12,1.643544
2013m1,1.401284
2013m2,.8506821
2013m3,.2760747
2013m4,-.3301915
2013m5,-.7480783
2013m6,-.5781217
2013m7,-.0308639
2013m8,.3076735
2013m9,.4764698
2013m10,1.192155
2013m11,1.757918
2013m12,1.892241
2014m1,1.707852
2014m2,1.470293
2014m3,1.180642
2014m4,.9157835
2014m5,.6417409
2014m6,.2965856
2014m7,.07775
2014m8,-.0474591
2014m9,.3179039
2014m10,.9616326
2014m11,1.385814
2014m12,1.319511
2015m1,.9015978
2015m2,.7700422
2015m3,.6237622
2015m4,.4247639
2015m5,.1960715
2015m6,.3070216
2015m7,.575868
2015m8,.8124028
2015m9,1.22793
2015m10,2.016837
2015m11,2.756981
2015m12,2.780947
2016m1,2.209769
2016m2,1.547521
2016m3,1.249431
2016m4,1.044268
