date,cat_family_stress
2008m1,-.5686278
2008m2,-.8858511
2008m3,-.7949269
2008m4,-.5615215
2008m5,-.4494114
2008m6,-.2059316
2008m7,.1372226
2008m8,.1878817
2008m9,-.1212163
2008m10,-.7395382
2008m11,-1.379068
2008m12,-1.583768
2009m1,-1.107489
2009m2,-.6870628
2009m3,-.2714768
2009m4,.2768917
2009m5,.6144708
2009m6,.9636246
2009m7,1.374411
2009m8,1.030226
2009m9,.4370883
2009m10,.1196671
2009m11,.1952809
2009m12,.5893272
2010m1,1.004139
2010m2,1.057082
2010m3,.8776871
2010m4,.7113531
2010m5,1.038915
2010m6,1.494763
2010m7,1.742231
2010m8,1.743445
2010m9,1.337421
2010m10,.6599571
2010m11,-.2088551
2010m12,-.9391661
2011m1,-1.044836
2011m2,-.9419954
2011m3,-.7547057
2011m4,-.4173282
2011m5,.0350574
2011m6,.4557811
2011m7,.7120593
2011m8,.643415
2011m9,.0806129
2011m10,-.4236233
2011m11,-.9858921
2011m12,-1.313029
2012m1,-1.141647
2012m2,-.8235219
2012m3,-.4909526
2012m4,-.0088059
2012m5,.6090934
2012m6,1.003274
2012m7,1.113398
2012m8,.9646381
2012m9,.3461196
2012m10,-.4493006
2012m11,-.8981133
2012m12,-.9723628
2013m1,-.4345558
2013m2,-.3533046
2013m3,-.3401928
2013m4,-.2719103
2013m5,-.0980486
2013m6,.2500347
2013m7,.5994196
2013m8,.3890615
2013m9,-.4118086
2013m10,-.9929466
2013m11,-1.333322
2013m12,-1.313861
2014m1,-.8038981
2014m2,-.3872174
2014m3,-.1375256
2014m4,.1314759
2014m5,.423259
2014m6,.5455791
2014m7,.5268995
2014m8,.2085608
2014m9,-.1853169
2014m10,-.6439701
2014m11,-1.011864
2014m12,-.9435186
2015m1,-.4539095
2015m2,-.0920535
2015m3,.1617325
2015m4,.4208787
2015m5,.7209905
2015m6,1.172657
2015m7,1.440792
2015m8,1.372119
2015m9,.8418958
2015m10,.2443122
2015m11,-.1109859
2015m12,-.1470901
2016m1,.0356582
2016m2,-.0980607
2016m3,-.3868265
2016m4,-.9196471
