date,cat_health_conditions
2008m1,-1.645833
2008m2,-.9684772
2008m3,-.3097256
2008m4,-.26658
2008m5,-.7460924
2008m6,-1.269897
2008m7,-1.559291
2008m8,-1.346392
2008m9,-1.137732
2008m10,-.9902545
2008m11,-.9591625
2008m12,-1.123789
2009m1,-1.009067
2009m2,-.806086
2009m3,-.6876119
2009m4,-.8321286
2009m5,-1.350698
2009m6,-1.71722
2009m7,-1.676406
2009m8,-1.446596
2009m9,-.8165345
2009m10,.0650121
2009m11,.6197227
2009m12,.6430136
2010m1,.9719915
2010m2,1.477971
2010m3,1.723198
2010m4,2.019243
2010m5,2.120026
2010m6,1.759119
2010m7,1.397888
2010m8,.9255853
2010m9,.5463737
2010m10,.3992364
2010m11,.2574689
2010m12,.0534635
2011m1,-.0147545
2011m2,.1542654
2011m3,.217971
2011m4,.122501
2011m5,-.1411717
2011m6,-.3163143
2011m7,-.5435227
2011m8,-.6429356
2011m9,-.3785269
2011m10,-.2132108
2011m11,-.310399
2011m12,-.3031169
2012m1,-.2670473
2012m2,-.2958229
2012m3,-.572162
2012m4,-.7177094
2012m5,-.7908626
2012m6,-.8460487
2012m7,-.8496625
2012m8,-.4520786
2012m9,-.2243957
2012m10,-.2476881
2012m11,-.3650111
2012m12,-.4210708
2013m1,-.0344315
2013m2,.3841806
2013m3,.4182109
2013m4,.2128979
2013m5,-.1200642
2013m6,-.4636344
2013m7,-.566794
2013m8,-.4381654
2013m9,-.2733021
2013m10,-.0757821
2013m11,.1201841
2013m12,.0509841
2014m1,.0240181
2014m2,.0611097
2014m3,.0916152
2014m4,.1665367
2014m5,.1635335
2014m6,.0800756
2014m7,-.1299331
2014m8,-.0762905
2014m9,.2680455
2014m10,.6217569
2014m11,.6990393
2014m12,.7018534
2015m1,.8254185
2015m2,.8997739
2015m3,.8439001
2015m4,.7133902
2015m5,.397952
2015m6,.2553632
2015m7,.2595608
2015m8,.4190654
2015m9,.7396832
2015m10,.9928707
2015m11,1.144124
2015m12,1.282881
2016m1,1.49667
2016m2,1.758049
2016m3,1.407456
2016m4,.7832364
