date,cat_education
2011m1,1.488793
2011m2,1.130412
2011m3,.7306789
2011m4,.2592726
2011m5,-.3077709
2011m6,-.8119658
2011m7,-.9655569
2011m8,-.5167504
2011m9,.2232075
2011m10,.6367697
2011m11,.729728
2011m12,.7040682
2012m1,.8720977
2012m2,.9071731
2012m3,.6241201
2012m4,.0484203
2012m5,-.742197
2012m6,-1.452879
2012m7,-1.569422
2012m8,-.8740456
2012m9,.0430192
2012m10,.4130582
2012m11,.3323888
2012m12,.1284326
2013m1,.1757529
2013m2,.1716641
2013m3,-.0448802
2013m4,-.3611868
2013m5,-.9510505
2013m6,-1.548966
2013m7,-1.635783
2013m8,-1.133636
2013m9,-.4245103
2013m10,-.1699517
2013m11,-.2973049
2013m12,-.4544956
2014m1,-.2779592
2014m2,.0360105
2014m3,.1186339
2014m4,-.0031931
2014m5,-.4840387
2014m6,-1.071874
2014m7,-1.195058
2014m8,-.6454489
2014m9,.2717218
2014m10,.6547131
2014m11,.5528752
2014m12,.372701
2015m1,.5282978
2015m2,.7052562
2015m3,.6326466
2015m4,.3371472
2015m5,-.2507387
2015m6,-.8628934
2015m7,-.913381
2015m8,-.2503872
2015m9,.7608917
2015m10,1.089297
2015m11,.8654945
2015m12,.5989254
2016m1,.6562148
2016m2,.7815981
2016m3,.8071603
2016m4,.8286831
