region,date,juifs
Lorraine,2013m1,-.26356193
Lorraine,2013m2,.32635784
Lorraine,2013m3,.6370768
Lorraine,2013m4,.13192323
Lorraine,2013m5,-.4963963
Lorraine,2013m6,-.22382417
Lorraine,2013m7,.017967016
Lorraine,2013m8,-.021279104
Lorraine,2013m9,-.44115052
Lorraine,2013m10,-.22281606
Lorraine,2013m11,.41332471
Lorraine,2013m12,1.6721398
Lorraine,2014m1,2.384886
Lorraine,2014m2,.63787669
Lorraine,2014m3,-.14069186
Lorraine,2014m4,-.43302011
Lorraine,2014m5,-.61010623
Lorraine,2014m6,-.68725079
Lorraine,2014m7,1.1461709
Lorraine,2014m8,.105011
Lorraine,2014m9,-.56042802
Lorraine,2014m10,-.44378519
Lorraine,2014m11,-.3802529
Lorraine,2014m12,-.18165533
Lorraine,2015m1,1.8783475
Lorraine,2015m2,.47753751
Lorraine,2015m3,.59153265
Lorraine,2015m4,.043486919
Lorraine,2015m5,.21432693
Lorraine,2015m6,-.45639941
Lorraine,2015m7,-.14348191
Lorraine,2015m8,.37566596
Lorraine,2015m9,-.27584657
Lorraine,2015m10,-.29958394
Lorraine,2015m11,-.2813164
Lorraine,2015m12,-.0021535046
Lorraine,2016m1,.065240279
Lorraine,2016m2,-.44216529
Lorraine,2016m3,-.20044108
Lorraine,2016m4,.14792213
Lorraine,2016m5,-.01427832
Lorraine,2016m6,-.44198292
Lorraine,2016m7,-.532323
Lorraine,2016m8,-.74688131
Lorraine,2016m9,-.7073645
Lorraine,2016m10,-.070742071
Lorraine,2016m11,-.45255354
Lorraine,2016m12,.00084632635
Lorraine,2017m1,-.33619788
Lorraine,2017m2,-.83717012
Lorraine,2017m3,-.24934304
