date,swb_worry
2011m1,-1.866505
2011m2,-1.309548
2011m3,-1.271053
2011m4,-1.615582
2011m5,-1.982141
2011m6,-2.265892
2011m7,-2.239413
2011m8,-1.74104
2011m9,-1.365301
2011m10,-.9539048
2011m11,-1.074323
2011m12,-1.178946
2012m1,-1.076371
2012m2,-.9816616
2012m3,-1.318614
2012m4,-1.825279
2012m5,-2.172905
2012m6,-2.388057
2012m7,-2.375757
2012m8,-2.227686
2012m9,-1.917441
2012m10,-1.419571
2012m11,-1.028106
2012m12,-1.000642
2013m1,-.9361033
2013m2,-1.305092
2013m3,-1.926115
2013m4,-2.444949
2013m5,-2.72812
2013m6,-2.930624
2013m7,-3.150918
2013m8,-3.227326
2013m9,-3.295932
2013m10,-3.305807
2013m11,-3.439053
2013m12,-3.045352
2014m1,-2.529043
2014m2,-2.389523
2014m3,-2.517283
2014m4,-2.812661
2014m5,-2.976178
2014m6,-3.236611
2014m7,-3.268496
2014m8,-3.244323
2014m9,-3.205573
2014m10,-3.174824
2014m11,-3.153511
2014m12,-3.079866
2015m1,-2.97284
2015m2,-3.108427
2015m3,-3.164995
2015m4,-3.197119
2015m5,-3.306823
2015m6,-3.299533
2015m7,-3.236127
2015m8,-3.115617
2015m9,-3.092756
2015m10,-3.231046
2015m11,-3.433958
2015m12,-3.551602
2016m1,-3.569335
2016m2,-3.401918
2016m3,-2.737211
2016m4,-1.702374
