date,cat_education
2008m1,1.082753
2008m2,1.148101
2008m3,1.185015
2008m4,1.024863
2008m5,.6212267
2008m6,.0990048
2008m7,-.1630839
2008m8,.0577875
2008m9,.7207262
2008m10,1.143496
2008m11,1.109616
2008m12,.9200035
2009m1,1.091182
2009m2,1.232698
2009m3,1.130751
2009m4,.8942883
2009m5,.6018983
2009m6,.2456035
2009m7,.0424854
2009m8,.2922554
2009m9,1.026149
2009m10,1.646058
2009m11,1.809498
2009m12,1.682013
2010m1,1.829036
2010m2,1.913376
2010m3,1.915238
2010m4,1.768257
2010m5,1.34546
2010m6,.6657632
2010m7,.0380199
2010m8,.0761841
2010m9,.6547353
2010m10,1.037567
2010m11,.9723392
2010m12,.6891944
2011m1,.6237334
2011m2,.5035993
2011m3,.308493
2011m4,.0257883
2011m5,-.3475017
2011m6,-.7505383
2011m7,-.9388927
2011m8,-.6795716
2011m9,-.1198883
2011m10,.1640748
2011m11,-.049087
2011m12,-.4220551
2012m1,-.4418292
2012m2,-.3614372
2012m3,-.4035553
2012m4,-.5602041
2012m5,-.7977477
2012m6,-1.100368
2012m7,-1.268574
2012m8,-1.098391
2012m9,-.6592233
2012m10,-.4172341
2012m11,-.5331617
2012m12,-.6611554
2013m1,-.4196008
2013m2,-.2571666
2013m3,-.2470133
2013m4,-.3913095
2013m5,-.7418054
2013m6,-1.221855
2013m7,-1.517807
2013m8,-1.368881
2013m9,-.8645703
2013m10,-.5106075
2013m11,-.5368046
2013m12,-.6214926
2014m1,-.4645302
2014m2,-.3223775
2014m3,-.2484878
2014m4,-.3179008
2014m5,-.57294
2014m6,-.9514181
2014m7,-1.18757
2014m8,-1.057183
2014m9,-.6407868
2014m10,-.3796437
2014m11,-.4751138
2014m12,-.6189681
2015m1,-.4537692
2015m2,-.2657028
2015m3,-.242038
2015m4,-.3648489
2015m5,-.628099
2015m6,-1.018717
2015m7,-1.247167
2015m8,-1.081779
2015m9,-.5859122
2015m10,-.2491593
2015m11,-.2900476
2015m12,-.3766002
2016m1,-.1181886
2016m2,.0197519
2016m3,-.1690675
2016m4,-.5576553
