worry
1.143864
.7704683
.1547208
1.202273
-.3025491
-.5871806
-.0081472
1.496122
.6085379
2.601654
.9446436
.3013009
.4773435
.1799948
.554217
.1855811
.6034187
.2198972
.3892884
.6810034
1.593949
1.757663
.1322486
.4290883
.342853
.9403381
-.7218981
.6628817
-.1539886
-1.031982
.0762028
.2000888
.6654893
-.087214
-.1924115
.2995015
-.3413664
.2777596
-.7981638
-.0795774
-.1748382
-.6731182
-.3408871
.4794063
.5085785
.5087488
.0766196
.2080124
-.1267398
-.3267554
-.4184943
.0348312
-.4631803
-.9040824
-.7890323
-.5619088
.484925
